mID,mName,mDescription,mGenre,mRating,mYear,mRuntime,mLanguage,mCountry,mDirector,mWriter,mActors,mPrice
44,Lines that Divide: The Great Stem Cell Debate,,Documentary,APPROVED,2009,57,English,USA,Brian Godawa,Brian Godawa,,2.2
55,Nightmare Factory,"An inside look at the world of Hollywood special effects and the company paving the way, KNB Effects.",Documentary,Not Rated,2011,90,English,Canada,Donna Davies,Donna Davies,"Gabriel Bartalos,Howard Berger,Steve Biodrowski,Alex Brewer",7.4
56,Wild About Harry: A Tribute to Sir Harry Secombe,,Documentary,,2001,50,English,UK,,,"Ron Moody,Harry Secombe,Michael Bentine,Roy Castle",8.8
122,Haute Cuisine Goes Kosher in Jerusalem,,Documentary,,1997,52,"French, Hebrew",Israel,"Noemi Ben,Natan Schori",,,6.6
127,Brother Minister: The Assassination of Malcolm X,"Brother Minister reveals the mystery surrounding the assassination of Malcolm X at the Audubon Ballroom in New York City on February 21, 1965. It probes the innocence of two of the ...",Documentary,Not Rated,1994,115,English,USA,"Jefri Aalmuhammed,Jack Baxter","Jefri Aalmuhammed,Jack Baxter,Joan Claire Chabriel","Peter Bailey,Roscoe Lee Browne,John Henrik Clarke,Louis Farrakhan",7.3
163,American Dream/American Knightmare,Documentary of the life and exploits of gangsta rap producer Suge Knight.,Documentary,TV-MA,2018,85,English,USA,Antoine Fuqua,,Marion 'Suge' Knight,5.9
176,Kevin McCloud: Slumming It,A two-part documentary detailing a two-week stay in Mumbai's Dharavi slum.,Documentary,,2010–,,English,UK,,,Kevin McCloud,7.4
179,Eminem AKA,"The story of rap superstar Eminem and his rise to fame, as told through interviews with family and friends.",Documentary,Not Rated,2004,75,English,USA,Mike Corbera,"Mike Corbera,Rick Underhill","Eminem,Anthony \'Treach\' Criss,Marc Kempf,Debbie Mathers",6.9
218,America: Imagine the World Without Her,"A story that questions the shaming of the US through revisionist history, lies and omissions by educational institutions, political organizations, Alinsky, Barack Obama, Hillary Clinton and other progressives to destroy America.",Documentary,PG-13,2014,105,English,USA,"Dinesh D\'Souza,John Sullivan","Dinesh D\'Souza,John Sullivan,Bruce Schooley","Dinesh D\'Souza,Barack Obama,Josh Bonzie,Rich Bentz",5.4
224,Panama Canal: The Eighth Wonder of the World,,Documentary,,1998,,English,"USA, UK",Eugenie Vink,Eugenie Vink,"Dennis Quaid,R.M. Koster,Patrick Droulers,Philippe Calon",5.8
232,Naked Ambition: An R Rated Look at an X Rated Industry,"Noted Celebrity Photographer, Michael Grecco, sets out to capture the essence of the AVN Awards and Convention where the best in American Pornography is displayed, celebrated and honored.",Documentary,R,2009,81,English,USA,Michael Grecco,Charles Holland,"Michael Grecco,Tera Patrick,Evan Seinfeld,Simon Karmarkar",4.9
254,"Virginia City, NV","Virginia City, NV is a throwback to how it was back when when people were roughing it in the old west. Join us as we tell you the stories behind the legends that happen.",Documentary,,2014–,30,English,USA,,,Yvette Fintland,2.2
262,Two Days in April,"Follows the story of 4 college football players signed by the sports agency IMG, as they bring them to a training facility in Florida and both physically and mentally prepare them for the NFL draft.",Documentary,TV-14,2007,90,English,USA,Don Argott,,"Bruce Allen,Tom Condon,Chuck Cook,Blair Dalton",7
296,Ancient Alien Question: From UFOs to Extraterrestrial Visitations,"Philip Coppens, star of the History Channel\'s Ancient Aliens series reveals an array of astonishing truths about our history, including a radically different understanding of the pyramids...",Documentary,TV-G,2012,70,English,USA,Gerard Lohan,Philip Coppens,Philip Coppens,5.5
300,The Personal Property of John Wayne,Few Americans have impacted American culture like John Wayne. On October 6-7 2011 at the Hyatt Regency Century Plaza in Los Angeles...,Documentary,,2011,1 h 2,,,,,"Greg Rohan,Ethan Wayne,John Wayne,Marisa Wayne",8.8
303,The Naked Pilgrim: The Road to Santiago,,Documentary,,2003–,,English,UK,,,Brian Sewell,8.5
313,Connections 2,"Sequel series to the 1979 ""Connections"" where historian James Burke walks the viewer through the tenuous threads of history that link seemingly obscure scientific breakthroughs and the ...",Documentary,,1994–,,English,UK,,,James Burke,8.4
320,Brother Can You Spare a Dime,A nostalgic look back at the Great Depression with contemporary archival footage and film clips picturing James Cagney as an American Everyman.,Documentary,PG,1975,103,English,"UK, USA",Philippe Mora,Philippe Mora,"Laverne Andrews,Maxene Andrews,Patty Andrews,Fred Astaire",6.4
327,War on Whistleblowers: Free Press and the National Security State,War on Whistleblowers: Free Press and the National Security State highlights four cases where whistleblowers noticed government wrong-doing and took to the media to expose the fraud and abuse.,Documentary,Not Rated,2013,67,English,USA,Robert Greenwald,,"Daniel Ellsberg,Franz Gayl,Seymour Hersh,David Carr",7.4
331,Hip Korea: Seoul Vibes - Jihoon Jung,,Documentary,,2009,47,English,"Singapore, South Korea",Deborah DeSnoo,"Keiko Hagihara Bang t,Steven Seidenberg",Rain,7
357,Catwalk: Tales from the Cat Show Circuit,"Meet the fascinating felines and the people who pamper then in this whimsical look at the ins and outs of Canada's competitive cat show circuit, where the claws come out when a Turkish ...",Documentary,Not Rated,2018,75,English,Canada,"Aaron Hancox,Michael McNamara",Michael McNamara,,6.3
375,Better Luck Tomorrow: MTV Movie Special,,Documentary,,2003,43,English,USA,Kirsten Dirksen,Amy Brill,,8.8
376,Solitary Endeavour on the Southern Ocean,Andrew McAuley attempted what many believed was impossible - a solo kayak expedition across the world's most treacherous ocean.,Documentary,,2008,58,English,Australia,"David Michôd,Jennifer Peedom",Chris Thorburn t,Andrew McAuley,7.4
387,Into the Night with...,Two celebrities meet for the first time to spend an evening in each others and the camera's company.,Documentary,,2002–,,"German, English","Germany, France",,Hans-Günther Brüske,"Christoph Schlingensief,Jonathan Meese,Helene Hegemann,Till Brönner",7.9
435,Live Nude Girls Unite!,"Documentary look at the 1996-97 effort of the dancers and support staff at a San Francisco peep show, The Lusty Lady, to unionize. Angered by arbitrary and race-based wage policies, ...",Documentary,Not Rated,2000,75,English,USA,"Vicky Funari,Julia Query","Vicky Funari,Julia Query","Julia Query,Jane,Siobhan Brooks,Kristina",6.3
440,Steak (R)evolution,"Gourmet road trip looking for the best steak in the world. Breeders, farmers, butchers, cooks, historians and business men all around the world (France, Italy, Spain, Sweden, Belgium, UK,...",Documentary,Not Rated,2014,135,"French, English","France, UK, USA, Sweden, Spain, Japan, Italy, Canada, Brazil, Belgium, Argentina, Germany",Franck Ribière,"Vérane Frédiani,Franck Ribière","Jacques Abbatucci,Mario de Beni Arrigoni,Marcos Bassi,Joe Beef",6.9
458,Police State 4: The Rise of FEMA,Police State 4: The Rise Of FEMA chronicles the sickening depths to which our republic has fallen. Veteran documentary filmmaker Alex Jones conclusively proves the existence of a secret ...,Documentary,,2010,141,English,USA,"Rob Dew,Jason Douglass,Alex Jones",,Alex Jones,6.6
459,A Country Life for Half the Price with Kate Humble,"Kate travels around the UK meeting people who have swapped life in the city for a simpler, more self-sufficient life in the British countryside.",Documentary,,2020–,60,English,UK,,,Kate Humble,8.4
461,Orphans of the Storm: British WWII Children Refugees in US and Canada,The moving story of the British children evacuated from England during World War II to temporary resettlement in the United States and Canada.,Documentary,,1989,58,English,USA,,,,8.8
464,Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II,A documentary uncovering the history and the making of Clive Barker's Hellraiser (1987) and Hellbound: Hellraiser II (1988) films.,Documentary,Not Rated,2015,476,English,UK,Kevin McDonagh,"Nicholas Helmsley,Gary Smart","Peter Atkins,Simon Bamford,Imogen Boorman,Doug Bradley",6.4
507,100 Girls by Bunny Yeager,,Documentary,,1999,45,English,USA,,,Bunny Yeager,5.5
515,Johnny Cash at Folsom Prison,"Cash performs a concert for the inmates of California's Folsom Prison, and the show was recorded for a live album.",Documentary,,2008,90,English,USA,Bestor Cram,"Michael Streissguth,Michael Streissguth t","Gene Beley,Jim Brown,June Carter Cash,John Carter Cash",6.9
516,The True Colors of US Universities,"This documentary reveals the dazzling and obscure system of American University campuses: a world of money, influence, but also stress, decadence, excess, where alcohol freely flows and ...",Documentary,,2018,52,English,France,Julie Martin,,,6.6
521,Takedown: The DNA of GSP,"A look at the life and career of Ultimate Fighting Champion's welterweight world champ Georges St-Pierre, also known as GSP.",Documentary,,2014,90,"English, French",Canada,"Kristian Manchester,Peter Svatek",Peter Svatek,"Austin Beauchamp,Jimmy Blais,Mélodie Simard,Georges St-Pierre",7.5
532,Tank on the Moon,The incredible story of two small remote controlled rovers sent by the Soviets to the moon in the 1970's.,Documentary,TV-G,2007,44,"English, Russian","France, USA",Jean Afanassieff,,"Buzz Aldrin,Neil Armstrong,Leonid Brezhnev,Louis Friedman",7.5
553,Sahara with Michael Palin,"Michael Palin travels across Sahara desert region, the largest in the world.",Documentary,,2002–,50,English,UK,,,Michael Palin,8
557,East Lake Meadows: A Public Housing Story,"The history of the East Lake Meadows public housing project in Atlanta and the people who lived there from 1970 to its demolition in 2000, with special emphasis on the activism of Eva Davis asserting the rights of the tenants.",Documentary,Not Rated,2020,104,English,USA,"Sarah Burns,David McMahon","Sarah Burns,David McMahon","Henry Cisneros,Bill Clinton,Jelani Cobb,Eva Davis",6.8
568,"Howard Zinn, une histoire populaire américaine","Between 1900 and 1920, more than 14 million immigrants arrived in the United States, Howard Zinn's parents among them. They came fleeing poverty, war, racism, or religious persecution and ...",Documentary,,2015,106,,France,"Olivier Azam,Daniel Mermet",,,7.5
571,Unforgotten: Twenty-Five Years After Willowbrook,"It was a nightmare that shocked not only New York, but all of America. The public outcry about the Willowbrook State School for people with developmental disabilities resulted from Geraldo ...",Documentary,Not Rated,1996,57,English,USA,Jack Fisher,Stuart Warmflash,"Danny Aiello,Geraldo Rivera",6.4
593,All In: The Poker Movie,"A documentary focusing on why one of America's oldest games has had a renaissance in the past few years and why, for so many, poker is the way to chase the American Dream.",Documentary,Not Rated,2009,100,English,USA,Douglas Tirola,,"Karen Abbott,Peter Alson,Nick Brancato,Humberto Brenes",6.7
596,Paycheck to Paycheck: The Life and Times of Katrina Gilbert,PAYCHECK TO PAYCHECK: THE LIFE & TIMES OF KATRINA GILBERT tells the moving story of a year in the life of one mother whose daily struggles illuminate the challenges faced by more than 42 ...,Documentary,NOT RATED,2014,75,English,USA,"Shari Cookson,Nick Doob",,,7.3
599,Guest of Cindy Sherman,A documentary on art-scene commentator Paul Hasegawa-Overacker's relationship with enigmatic photographer Cindy Sherman.,Documentary,Not Rated,2008,88,English,USA,"Tom Donahue,Paul Hasegawa-Overacker",,"Cindy Sherman,John Waters,Eric Bogosian,Danny DeVito",6.4
608,A Direct Action Story,,Documentary,,2015,,English,USA,Michael Edo Keane,,"Scott Cooper,Rob Nilsson,John Cale,Michael Edo Keane",2.2
615,Night on Earth: Shot in the Dark,"This look behind the scenes shows how worldwide camera crews climbed, dived and froze to capture the documentary's groundbreaking night footage.",Documentary,,2020,59,English,UK,,,"Alessandra Mastronardi,Beren Saat,Samira Wiley",7.9
627,The Disappearing of Tuvalu: Trouble in Paradise,"A detailed overview of contemporary life in the tiny South Pacific country of Tuvalu, this film documents the earth's first sovereign nation faced with total destruction due to the effects ...",Documentary,,2004,75,English,France,Christopher Horner,Christopher Horner,Lambert Wilson,4.4
644,King Leopold's Ghost,A documentary about the exploitation of the Congo by King Leopold II of Belgium.,Documentary,PG-13,2006,108,"French, English",USA,"Pippa Scott,Oreet Reest","Adam Hochschild t,Pippa Scott","Philippe Bergeron,Don Cheadle,James Cromwell,Frank McCourt",7.7
651,Beautiful Dreamer: Brian Wilson and the Story of \'Smile\',"Interviews with Beach Boy Brian Wilson and his contemporaries outline the history of Wilson's album \'Smile\', a project some 37 years in the making.",Documentary,TV-14,2004,109,English,USA,David Leaf,David Leaf,"David Anderle,Hal Blaine,Jeff Bridges,Elvis Costello",8
663,Who the F**K Is Arthur Fogel,"A look at the high-octane global live music industry and the quiet man at its center, featuring interviews, performances and appearances by a who's who of stars and insiders; with U2, ...",Documentary,PG-13,2013,93,English,Canada,Ron Chapman,Ron Chapman t,"Bono,Ron Chapman,Adam Clayton,Ray Danniels",6.6
666,Grapes of Wrath: The Ghost of Modern America,,Documentary,,2019,54,"French, English",France,Priscilla Pizzato,Priscilla Pizzato,"Denis Podalydès,Gavin Jones,Susan Schillinglaw,Marie-Christine Lemardeley",7.8
679,Taqwacore: The Birth of Punk Islam,"The word Taqwacore is a combination of hardcore, a genre of punk music, and taqwa, an Arabic word that translates as ""piety"" or ""god-fearing."" The first to use the term was writer, ...",Documentary,Not Rated,2009,80,English,Canada,Omar Majeed,,"Riz Ahmed,Arieb Azhur,Ammar Aziz,Chris Clover",6.6
692,"In Your Eyes, I See My Country","Neta Elkayam and Amit Haï Cohen live in Jerusalem. Together, they created a band where they revisit and reshape their common judeo-moroccan musical heritage. In life as on stage, they ...",Documentary,,2019,75,"Hebrew, French, Arabic",Morocco,Kamal Hachkar,Kamal Hachkar,"Neta Elkayam,Amit Hai Cohen",8.4
703,Twist of Faith,"A man confronts the trauma of past sexual abuse as a boy by a Catholic priest only to find his decision shatters his relationships with his family, community and faith.",Documentary,TV-MA,2004,87,English,USA,Kirby Dick,,"Jeff Anderson,Barbara Blaine,David Clohessy,Sandy Comes",7.2
21,American Grindhouse,"A documentary about the history of exploitation movies, from the silent movie era to the 1970s.","Documentary,Action,Comedy,History,Horror",Not Rated,2010,80,English,USA,Elijah Drenner,"Elijah Drenner,Calum Waddell","Robert Forster,Eric Schaefer,Eddie Muller,John Landis",7.1
113,The Green Prince,"The son of a founding leader in the Palestinian organization, Hamas, becomes a spy for the Israelis.","Documentary,Biography",PG-13,2014,101,"English, Hebrew","Germany, UK, Israel",Nadav Schirman,"Nadav Schirman,Mosab Hassan Yousef t","Mosab Hassan Yousef,Gonen Ben Yitzhak,Sheikh Hassan Yousef",7.2
148,Wadd: The Life & Times of John C. Holmes,"Friends, enemies, acquaintances, and family of porn star John Holmes recall their experiences with him, from his childhood to his eventual death from AIDS in 1988.","Documentary,Biography",NC-17,1999,105,English,USA,Wesley Emerson,Rodger Jacobs,"Linda Adrain,Bill Amerson,Denise Amerson,Sean \'Duke\' Amerson",6.9
209,Les hautes solitudes,"Biographical film about Jean Seberg, loosely based on Nietzsche's The Antichrist.","Documentary,Biography",,1974,80,None,France,Philippe Garrel,Philippe Garrel,"Jean Seberg,Nico,Tina Aumont,Laurent Terzieff",7
438,To Be Takei,"A look at the many roles played by eclectic actor/activist George Takei, whose wit, humor and grace have helped him to become an internationally beloved figure and Internet phenomenon with 7-million Facebook fans and counting.","Documentary,Biography",Not Rated,2014,94,English,USA,Jennifer M. Kroot,,"George Takei,Brad Takei,Walter Koenig,William Shatner",6.8
633,Chasing Ice,Follow National Geographic photographer James Balog across the Arctic as he deploys time-lapse cameras designed for one purpose: to capture a multi-year record of the world's changing glaciers.,"Documentary,Biography",PG-13,2012,75,English,USA,Jeff Orlowski,Mark Monroe,"James Balog,Svavar Jónatansson,Louie Psihoyos,Kitty Boone",7.8
356,Gore Vidal: The United States of Amnesia,"This is an unashamedly opinionated film. In Gore Vidal's America, the political coup has already happened. The right have triumphed and the human VALUES (of the liberals have been consigned ...","Documentary,Biography,History",Not Rated,2013,83,"English, Russian, Italian, French","USA, Italy",Nicholas D. Wrathall,,"Gore Vidal,Howard Auster,James Best,Karen Black",7.7
20,Phil Spector: He's a Rebel,"Biography of famed record producer Phil Spector, noted for discovering and producing the records of such rock icons as The Righteous Brothers, The Ronettes and The Crystals, and who worked ...","Documentary,Biography,Music",,1982,,English,USA,,,"Jeff Barry,Rodney Bingenheimer,Robert \'Bumps\' Blackwell,The Blossoms",7
675,Shine a Light,"A career-spanning documentary on The Rolling Stones, with concert footage from their ""A Bigger Bang"" tour.","Documentary,Biography,Music",PG-13,2008,122,English,USA,Martin Scorsese,,"Mick Jagger,Keith Richards,Charlie Watts,Ronnie Wood",7.2
688,"The Other One: The Long, Strange Trip of Bob Weir","A documentary that explores Bob Weirs life, through the Grateful Dead, Ratdog, and his childhood.","Documentary,Biography,Music",,2014,85,English,USA,Mike Fleiss,,"John Perry Barlow,Chuck Berry,Neal Cassady,John Coltrane",7.3
233,Linsanity,"The life story of basketball sensation, Jeremy Lin.","Documentary,Biography,Sport",PG,2013,89,"English, Mandarin",USA,Evan Jackson Leong,Aaron Strongoni t,"Daniel Dae Kim,Ming Yao,Jeremy Lin,Pablo Torre",7.3
201,Pleasure at Her Majesty's,Pleasure At Her Majesty's (1976) The very first show in what came to be called the <Secret Policeman's Ball> series took place over three late nights in April 1976 at Her Majesty's Theatre ...,"Documentary,Comedy",Not Rated,1976,85,English,UK,"Roger Graef,Jonathan Miller","Alan Bennett,Graham Chapman,Peter Cook,Michael Frayn,Barry Humphries,Eric Idle,Neil Innes,Terry Jones,Jonathan Miller,Bill Oddie,Michael Palin","Alan Bennett,John Bird,Eleanor Bron,Tim Brooke-Taylor",7.4
287,6 Days to Air: The Making of South Park,A look at the making of South Park: HUMANCENTiPAD (2011).,"Documentary,Comedy",Not Rated,2011,42,English,USA,Arthur Bradford,,"Trey Parker,Matt Stone,Anne Garefino,Frank C. Agnone II",7.7
502,Pleasure at Her Majesty's,Pleasure At Her Majesty's (1976) The very first show in what came to be called the Secret Policeman's Ball series took place over three late nights in April 1976 at Her Majesty's Theatre ...,"Documentary,Comedy",Not Rated,1976,85,English,UK,"Roger Graef,Jonathan Miller","Alan Bennett,Graham Chapman,Peter Cook,Michael Frayn,Barry Humphries,Eric Idle,Neil Innes,Terry Jones,Jonathan Miller,Bill Oddie,Michael Palin","Alan Bennett,John Bird,Eleanor Bron,Tim Brooke-Taylor",7.4
135,"Bikram: Yogi, Guru, Predator",Tracing from his rise in the 1970s to his disgrace in accusations of rape and sexual harassment in more recent years.,"Documentary,Crime",TV-MA,2019,86,English,USA,Eva Orner,,"Larissa Anderson,Francesca Asumah,Sarah Baughn,Bikram Choudhury",6.7
165,Serial Killers: The Real Life Hannibal Lecters,This documentary examines a selection of real life serial killers and compares them to the fictional Hannibal Lecter.,"Documentary,Crime",,2001,60,English,"USA, Canada",Sean Buckley,Phil M. Rosenberg,"Richard Morgan,Melanie Porter,Jennifer Franks,Deane Hughes",6.6
259,Serial Killers: The Real Life Hannibal Lecters,This documentary examines a selection of real life serial killers and compares them to the fictional Hannibal Lecter.,"Documentary,Crime",,2001,60,English,"USA, Canada",Sean Buckley,Phil M. Rosenberg,"Richard Morgan,Melanie Porter,Jennifer Franks,Deane Hughes",6.6
442,Crime Wave: 18 Months of Mayhem,"John Dillinger, Machine Gun Kelly, Bonnie and Clyde, Pretty Boy Floyd... These names have become so iconic, it's easy to forget that they were some of America's most notorious criminals who...","Documentary,Crime",TV-PG,2008,120,English,USA,"Patrick Leigh-Bell,Jeffrey Woods","Matt Edens,Geoffrey Proud","Dorian Harewood,Tony Eugene Stewart,Claire Potter,Bryan Burrough",7.4
588,Paradise Lost 3: Purgatory,A further followup of the case of the West Memphis Three and the decades long fight to exonerate them that finally gained traction with new DNA evidence.,"Documentary,Crime",Not Rated,2011,121,English,USA,"Joe Berlinger,Bruce Sinofsky",,"Gary Gitchell,Todd Moore,Dana Moore,Pam Hobbs",8.1
570,The Central Park Five,"A documentary that examines the 1989 case of five black and Latino teenagers who were convicted of raping a white woman in Central Park. After having spent between 6 and 13 years each in prison, a serial rapist confessed to the crime.","Documentary,Crime,History",Not Rated,2012,119,English,USA,"Ken Burns,Sarah Burns,David McMahon","Ken Burns,Sarah Burns,David McMahon","Antron McCray,Kevin Richardson,Yusef Salaam,Raymond Santana",7.7
198,Indie Game: The Movie,"A documentary that follows the journeys of indie game developers as they create games and release those works, and themselves, to the world.","Documentary,Drama",Not Rated,2012,103,"English, French",Canada,"Lisanne Pajot,James Swirsky",,"Jonathan Blow,Brandon Boyer,Renaud Bédard,Anthony Carboni",7.6
419,Last Train Home,"A couple embarks on a journey home for Chinese new year along with 130 million other migrant workers, to reunite with their children and struggle for a future. Their unseen story plays out as China soars towards being a world superpower.","Documentary,Drama",Not Rated,2009,85,Mandarin,"Canada, China, UK",Lixin Fan,Daniel Cross t,"Changhua Zhang,Suqin Chen,Qin Zhang,Yang Zhang",7.7
486,Call Me Kuchu,"In Uganda, a new bill threatens to make homosexuality punishable by death. David Kato - Uganda's first openly gay man - and his fellow activists work against the clock to defeat the ...","Documentary,Drama",Not Rated,2012,87,English,"USA, Uganda","Katherine Fairfax Wright,Malika Zouhali-Worrall","Katherine Fairfax Wright,Malika Zouhali-Worrall","David Bahati,David Kato,Gilles Muhame,Naome Ruzindana",7.6
701,Wrestling for Jesus: The Tale of T-Money,A man from rural South Carolina tries to find solace from the demons of his past by starting a Christian professional wrestling league. His goal is to use wrestling to evangelize his ...,"Documentary,Drama",PG,2011,74,English,USA,Nathan Clarke,,,5.6
159,The Walking Dead: The Journey So Far,"From the moment Rick wakes up in the hospital, all the way to the last moments of season 6, the story of 'The Walking Dead' is told by those who have lived it.","Documentary,Drama,Horror,Sci-Fi,Thriller",TV-MA,2016,86,English,USA,,,"Greg Nicotero,Robert Kirkman,Scott M. Gimple,Denise M. Huth",8.4
370,That's Entertainment! III,"Third installment in the That\'s Entertainment series, featuring scenes from The Hollywood Revue of 1929 , Brigadoon, Singin In The Rain, and many more MGM films.","Documentary,Family,Musical",G,1994,113,English,USA,"Bud Friedgen,Michael J. Sheridan","Bud Friedgen,Michael J. Sheridan","June Allyson,Cyd Charisse,Lena Horne,Howard Keel",7.6
645,Darkon,"Skip Lipman, a suburban stay at home dad, embarks on an epic quest to topple a mighty empire in a full-contact Live Action Role Playing Game known as Darkon.","Documentary,Fantasy",Not Rated,2006,93,English,USA,"Luke Meyer,Andrew Neel","Luke Meyer,Andrew Neel","Skip Lipman,Kenyon Wells,Daniel McArthur,Rebecca Thurmond",6.8
195,Apollo Zero,,"Documentary,History",,2009,60,English,Australia,,,"Buzz Aldrin,Neil Armstrong,Alan Bean,Eugene Cernan",5
505,The Great Ash Wednesday Storm of 1962,Eye witness accounts by those that lived to tell the tale of what many call 'The Storm of the Century.' The Cape Islanders who witnessed the storm that virtually demolished Cape May's beach...,"Documentary,History",,2014,20,English,USA,John Bailey,John Bailey,,2.2
535,Razor's Edge: The Legacy of Iranian Actresses,"An examination of the work and lives of actresses in the Iranian film industry prior to the 1979 revolution, featuring myriad interviews and rare film clips.","Documentary,History",,2016,130,Persian,"USA, France, Iran, Sweden, UK",Bahman Maghsoudlou,Bahman Maghsoudlou,"Shohreh Aghdashloo,Katayun Amir Ebrahimi,Mary Apick,Pouri Baneai",8.8
595,Planet B-Boy,"Jumping continents and crossing cultures, ""Planet B-Boy"" looks at the history of breakdancing and its vibrant resurgence in urban cultures around the world.","Documentary,History,Music",Unrated,2007,95,English,USA,Benson Lee,,"Stephane Fiossanangaye,Mr. Freeze,Luis Mateo,Skwall",7.7
605,Planet B-Boy,"Jumping continents and crossing cultures, ""Planet B-Boy"" looks at the history of breakdancing and its vibrant resurgence in urban cultures around the world.","Documentary,History,Music",Unrated,2007,95,English,USA,Benson Lee,,"Stephane Fiossanangaye,Mr. Freeze,Luis Mateo,Skwall",7.7
286,Empire of Dreams: The Story of the \'Star Wars\' Trilogy,"An in-depth making of documentary about the original Star Wars trilogy, covering the productions of the three films and their impact on popular culture.","Documentary,History,Sci-Fi",,2004,151,English,USA,"Edith Becker,Kevin Burns",Ed Singer,"Robert Clotworthy,Walter Cronkite,George Lucas,Steven Spielberg",8.3
329,Empire of Dreams: The Story of the Star Wars Trilogy,"An in-depth making of documentary about the original Star Wars trilogy, covering the productions of the three films and their impact on popular culture.","Documentary,History,Sci-Fi",,2004,151,English,USA,"Edith Becker,Kevin Burns",Ed Singer,"Robert Clotworthy,Walter Cronkite,George Lucas,Steven Spielberg",8.3
45,War Stories with Oliver North,"The series recounts combat experiences, from World War II to the present.","Documentary,History,War",,2001–,60,English,USA,,,Oliver North,6.7
68,Vietnam in HD,Vintage footage from the Vietnam war is presented in High Definition video format along with narration from both war veterans and Hollywood voice talent. The documentary follows key events ...,"Documentary,History,War",,2011–,360,English,USA,,,"Tempestt Bledsoe,Edward Burns,Dean Cain,Kevin Connolly",8.3
12,Playboy: Strip Search Backstage,,"Documentary,Music",UNRATED,2000,56,English,USA,Gregg Parker,,"Cheyenne Silver,Amanda Love,Julia Ann,Devon",6.4
115,Autism: The Musical,Follows five autistic children as they work together to create and perform a live musical production.,"Documentary,Music",,2007,94,English,USA,Tricia Regan,,"Hillary Aaron,Joe Aaron,Adam,Jordan Andrews",8
132,PressPausePlay,"The digital revolution of the last decade has unleashed creativity and talent of people in an unprecedented way, unleashing unlimited creative opportunities. But does democratized culture ...","Documentary,Music",Not Rated,2011,80,English,"Sweden, Australia, France, USA, Iceland, Japan, Germany, Spain, Norway, UK","David Dworsky,Victor Köhler",,"Apparat,Ólafur Arnalds,Scott Belsky,Robyn Carlsson",7.5
183,Dead On Arrival: The Punk Documentary That Almost Never Was,"An in-depth look at the auspicious production of D.O.A. A Rite of Passage, the documentary funded by High Times founder Tom Forcade in which guerrilla filming methods captured the first (and only) U.S. tour of the notorious Sex Pistols.","Documentary,Music",,2017,115,English,USA,,,"Roberta Bayley,John Holmstrom,Billy Idol,Mary Killen",6.1
190,Music for Misfits: The Story of Indie,The story of Britain's independent music scene and the innovative artists it launched.,"Documentary,Music",,2015–,,English,UK,,,"Mark Radcliffe,James Dean Bradfield,Bernard Butler,Gillian Gilbert",7.6
309,Storefront Hitchcock,"In this film, director Jonathan Demme documents a live performance by Robyn Hitchcock, an English singer-songwriter.","Documentary,Music",PG-13,1998,77,English,USA,Jonathan Demme,,"Robyn Hitchcock,Deni Bonet,Tim Keegan",6.6
337,Glee: The 3D Concert Movie,"A concert documentary shot during the Glee Live! In Concert! summer 2011 tour, featuring song performances and Glee fans' life stories and how the show influenced them.","Documentary,Music",PG,2011,84,English,USA,"Kevin Tancharoen,Jennifer Arnold",,"Dianna Agron,Chris Colfer,Darren Criss,Kevin McHale",5.5
361,Helicopter String Quartet,,"Documentary,Music",,1996,77,,Netherlands,Frank Scheffer,,Karlheinz Stockhausen,6.8
372,24 Hour Party People: The Factory Records Saga,,"Documentary,Music",,2002,49,English,UK,David Robertson,,"Arthur Baker,Mark Bez Berry,Tim Booth,Bill Brewster",8.2
495,Afghan Star,"A look at how contestants on the a musical contest program ""Pop Idol"" in Afghanistan risk their lives to appear on the show.","Documentary,Music",Unrated,2009,87,"English, Pushto, Dari",UK,Havana Marking,,"Habib Amiri,Setara Hussainzada,Rafi Naabzada,Lima Sahar",7.3
367,Heavy Metal in Baghdad,"In the late summer of 2006, in the middle of the insurgency, filmmakers Eddy Moretti and Suroosh Alvi traveled to Baghdad to meet and interview the only heavy metal band in Iraq, ...","Documentary,Music,War",R,2007,84,"English, Arabic","Canada, USA","Suroosh Alvi,Eddy Moretti",Suroosh Alvi t,"Firas Al-Lateef,Suroosh Alvi,Marwan Reyad,Faisal Talal",7.7
97,Escape Fire: The Fight to Rescue American Healthcare,An investigative documentary that uncovers the U.S. healthcare system's true design.,"Documentary,News",PG-13,2012,95,English,"USA, China, Germany","Susan Froemke,Matthew Heineman",,"Clive Alonzo,Don Berwick,Elizabeth Blackburn,Krystal Bracy",7.3
304,Terms and Conditions May Apply,"A documentary that exposes what corporations and governments learn about people through Internet and cell phone usage, and what can be done about it ... if anything.","Documentary,News",Not Rated,2013,79,English,USA,Cullen Hoback,,"Cullen Hoback,Brian Lawler,John Palfrey,Harvey Anderson",7.3
75,Final Destination 5: Circle of Death,A look at the making of Final Destination 5.,"Documentary,Short",Not Rated,2011,5,English,USA,,,"Emma Bell,P.J. Byrne,Nicholas D'Agosto,Arlen Escarpeta",6.1
98,Beyond the Lights: Changing the Conversation,,"Documentary,Short",,2015,,English,USA,,,,6.6
