"tID","mID","cID","tDate","tTime"
"2464","432","483","2020-11-26","12:55:00"
"2465","270","484","2020-04-05","19:50:00"
"2466","83","484","2020-07-18","16:22:00"
"2467","485","484","2020-09-25","05:09:00"
"2468","487","485","2020-06-15","08:49:00"
"2469","181","485","2020-08-27","09:08:00"
"2470","70","485","2020-09-02","21:01:00"
"2471","125","486","2020-01-21","20:14:00"
"2472","189","486","2020-01-27","00:01:00"
"2473","382","486","2020-01-31","19:22:00"
"2474","505","486","2020-03-14","21:35:00"
"2475","529","486","2020-05-13","00:01:00"
"2476","42","486","2020-07-22","09:35:00"
"2477","138","486","2020-10-17","18:37:00"
"2478","393","487","2020-03-03","10:25:00"
"2479","102","487","2020-08-28","21:30:00"
"2480","216","487","2020-11-13","12:08:00"
"2481","64","487","2020-12-21","12:56:00"
"2482","404","488","2020-02-28","06:53:00"
"2483","288","488","2020-09-23","17:49:00"
"2484","557","488","2020-10-17","07:15:00"
"2485","58","488","2020-12-25","11:56:00"
"2486","146","489","2020-01-30","02:55:00"
"2487","312","489","2020-05-09","01:34:00"
"2488","322","489","2020-06-07","23:13:00"
"2489","15","489","2020-07-29","19:13:00"
"2490","88","489","2020-10-23","10:47:00"
"2491","143","489","2020-11-22","08:37:00"
"2492","200","489","2020-12-01","04:53:00"
"2493","232","490","2020-02-04","07:29:00"
"2494","302","490","2020-03-26","13:46:00"
"2495","318","490","2020-09-03","09:56:00"
"2496","207","490","2020-10-29","17:20:00"
"2497","82","491","2020-03-30","09:28:00"
"2498","133","491","2020-05-18","04:09:00"
"2499","379","491","2020-05-31","17:35:00"
"2500","185","491","2020-11-05","03:44:00"
"2501","556","492","2020-01-01","15:35:00"
"2502","426","492","2020-01-04","12:00:00"
"2503","44","492","2020-03-20","21:38:00"
"2504","385","492","2020-04-07","05:47:00"
"2505","449","492","2020-04-20","22:34:00"
"2506","558","492","2020-04-29","14:24:00"
"2507","316","492","2020-06-20","06:04:00"
"2508","348","492","2020-08-11","07:53:00"
"2509","36","492","2020-10-15","06:22:00"
"2510","51","492","2020-12-07","13:46:00"
"2511","306","493","2020-02-04","16:48:00"
"2512","90","493","2020-04-24","17:01:00"
"2513","492","493","2020-08-15","14:42:00"
"2514","422","493","2020-08-28","15:13:00"
"2515","313","493","2020-11-09","00:05:00"
"2516","174","493","2020-12-28","22:42:00"
"2517","328","494","2020-04-21","23:25:00"
"2518","80","494","2020-04-26","12:29:00"
"2519","81","494","2020-06-01","17:54:00"
"2520","74","494","2020-06-18","22:43:00"
"2521","159","494","2020-06-20","23:55:00"
"2522","588","494","2020-07-06","11:44:00"
"2523","311","494","2020-08-12","13:22:00"
"2524","385","494","2020-10-02","14:50:00"
"2525","112","494","2020-10-25","01:09:00"
"2526","307","495","2020-01-19","23:45:00"
"2527","168","495","2020-07-29","13:05:00"
"2528","130","495","2020-08-23","12:10:00"
"2529","596","495","2020-11-12","07:28:00"
"2530","256","495","2020-11-16","08:37:00"
"2531","130","496","2020-02-08","17:25:00"
"2532","346","496","2020-02-14","14:37:00"
"2533","161","496","2020-03-31","01:44:00"
"2534","438","496","2020-04-16","03:04:00"
"2535","241","496","2020-05-03","20:40:00"
"2536","430","496","2020-09-06","11:40:00"
"2537","5","496","2020-10-10","00:15:00"
"2538","429","496","2020-12-14","08:07:00"
"2539","3","496","2020-12-21","02:05:00"
"2540","320","497","2020-02-01","18:53:00"
"2541","309","497","2020-07-13","09:29:00"
"2542","447","497","2020-07-19","14:32:00"
"2543","289","497","2020-11-29","03:17:00"
"2544","493","498","2020-01-21","22:54:00"
"2545","482","498","2020-02-12","03:11:00"
"2546","372","498","2020-02-24","10:01:00"
"2547","319","498","2020-03-10","00:11:00"
"2548","155","498","2020-11-04","18:32:00"
"2549","314","498","2020-11-05","03:41:00"
"2550","45","498","2020-11-20","08:02:00"
"2551","553","498","2020-12-22","11:17:00"
"2552","65","498","2020-12-29","05:50:00"
"2553","506","499","2020-01-08","21:14:00"
"2554","482","499","2020-01-17","03:06:00"
"2555","413","499","2020-03-26","20:20:00"
"2556","342","500","2020-02-23","01:14:00"
"2557","74","500","2020-05-09","19:13:00"
"2558","81","500","2020-08-10","19:46:00"
"2559","599","501","2020-01-10","15:03:00"
"2560","24","501","2020-02-07","12:34:00"
"2561","48","501","2020-02-28","20:04:00"
"2562","58","501","2020-06-07","03:55:00"
"2563","552","501","2020-07-02","07:31:00"
"2564","580","501","2020-10-01","14:56:00"
"2565","142","502","2020-01-27","05:46:00"
"2566","455","502","2020-03-08","19:48:00"
"2567","14","502","2020-05-12","06:00:00"
"2568","194","502","2020-05-15","13:20:00"
"2569","327","502","2020-08-11","02:45:00"
"2570","393","502","2020-11-20","08:25:00"
"2571","337","503","2020-09-12","12:27:00"
"2572","470","503","2020-09-13","21:09:00"
"2573","110","503","2020-11-14","18:43:00"
"2574","325","503","2020-12-21","22:57:00"
"2575","335","504","2020-02-24","19:29:00"
"2576","336","504","2020-03-20","12:54:00"
"2577","246","504","2020-06-01","03:44:00"
"2578","346","504","2020-09-14","12:11:00"
"2579","29","504","2020-10-21","17:36:00"
"2580","259","505","2020-04-29","18:39:00"
"2581","161","505","2020-09-04","11:05:00"
"2582","284","505","2020-10-25","01:15:00"
"2583","565","505","2020-11-18","14:10:00"
"2584","170","505","2020-11-21","18:57:00"
"2585","30","506","2020-03-05","10:15:00"
"2586","277","506","2020-12-19","04:35:00"
"2587","550","507","2020-01-09","15:42:00"
"2588","379","507","2020-09-26","11:50:00"
"2589","402","508","2020-01-24","10:24:00"
"2590","454","508","2020-01-30","23:47:00"
"2591","4","508","2020-02-04","20:03:00"
"2592","18","508","2020-03-20","14:56:00"
"2593","522","508","2020-05-27","13:49:00"
"2594","336","508","2020-10-17","02:20:00"
"2595","264","508","2020-12-06","08:57:00"
"2596","223","508","2020-12-19","23:12:00"
"2597","422","508","2020-12-24","20:24:00"
"2598","391","508","2020-12-27","18:06:00"
"2599","515","509","2020-01-27","01:54:00"
"2600","493","509","2020-05-01","02:15:00"
"2601","506","509","2020-05-02","15:41:00"
"2602","486","509","2020-06-17","14:44:00"
"2603","336","509","2020-08-19","01:12:00"
"2604","572","509","2020-10-14","04:50:00"
"2605","330","509","2020-12-01","04:09:00"
"2606","312","509","2020-12-22","09:53:00"
"2607","228","510","2020-02-26","13:21:00"
"2608","74","510","2020-03-11","14:11:00"
"2609","81","510","2020-07-22","23:00:00"
"2610","392","510","2020-09-01","15:28:00"
"2611","105","510","2020-11-16","12:26:00"
"2612","227","510","2020-12-21","13:06:00"
"2613","354","511","2020-05-07","22:31:00"
"2614","58","511","2020-11-02","15:46:00"
"2615","69","512","2020-03-16","14:53:00"
"2616","283","512","2020-04-13","16:17:00"
"2617","6","512","2020-06-07","01:46:00"
"2618","9","512","2020-06-29","02:10:00"
"2619","414","513","2020-04-29","07:25:00"
"2620","416","513","2020-06-26","22:18:00"
"2621","284","513","2020-08-30","17:06:00"
"2622","59","513","2020-10-18","11:44:00"
"2623","36","514","2020-02-12","11:15:00"
"2624","11","514","2020-05-16","17:45:00"
"2625","439","514","2020-05-23","00:50:00"
"2626","148","514","2020-09-26","13:02:00"
"2627","8","515","2020-08-04","06:35:00"
"2628","63","515","2020-08-28","02:11:00"
"2629","520","515","2020-12-10","14:04:00"
"2630","85","516","2020-01-01","22:42:00"
"2631","548","516","2020-05-27","08:47:00"
"2632","562","516","2020-08-17","12:54:00"
"2633","62","516","2020-10-22","20:58:00"
"2634","333","517","2020-01-12","07:22:00"
"2635","135","517","2020-08-09","14:09:00"
"2636","393","517","2020-11-02","13:50:00"
"2637","70","518","2020-04-28","18:28:00"
"2638","241","518","2020-07-29","03:45:00"
"2639","265","518","2020-08-01","10:17:00"
"2640","394","518","2020-08-10","03:51:00"
"2641","245","518","2020-08-15","02:25:00"
"2642","399","518","2020-11-04","10:30:00"
"2643","344","519","2020-03-10","18:11:00"
"2644","493","519","2020-03-29","08:37:00"
"2645","55","519","2020-04-08","15:32:00"
"2646","93","519","2020-07-10","05:35:00"
"2647","281","519","2020-08-13","01:23:00"
"2648","437","519","2020-09-09","07:37:00"
"2649","445","519","2020-11-20","06:34:00"
"2650","4","520","2020-06-06","17:46:00"
"2651","16","520","2020-06-15","13:47:00"
"2652","152","520","2020-06-25","21:02:00"
"2653","317","520","2020-08-26","23:47:00"
"2654","239","520","2020-10-08","05:35:00"
"2655","497","520","2020-12-22","18:16:00"
"2656","99","520","2020-12-26","05:22:00"
"2657","282","521","2020-07-07","22:59:00"
"2658","357","521","2020-11-17","14:16:00"
"2659","167","521","2020-12-15","17:47:00"
"2660","84","522","2020-03-27","16:24:00"
"2661","183","522","2020-06-20","05:04:00"
"2662","195","522","2020-12-04","06:46:00"
"2663","49","523","2020-01-30","21:27:00"
"2664","290","523","2020-04-06","17:50:00"
"2665","187","523","2020-04-08","15:34:00"
"2666","282","523","2020-10-14","11:49:00"
"2667","315","523","2020-11-17","09:28:00"
"2668","263","524","2020-01-07","22:49:00"
"2669","124","524","2020-05-15","18:14:00"
"2670","191","524","2020-11-15","15:15:00"
"2671","550","524","2020-11-26","11:41:00"
"2672","599","524","2020-12-08","19:10:00"
"2673","308","524","2020-12-10","15:50:00"
"2674","488","525","2020-01-08","00:29:00"
"2675","334","525","2020-01-15","19:52:00"
"2676","332","525","2020-04-01","10:44:00"
"2677","344","525","2020-04-09","23:07:00"
"2678","312","525","2020-08-25","22:00:00"
"2679","13","525","2020-11-03","17:30:00"
"2680","101","526","2020-01-07","11:13:00"
"2681","264","526","2020-06-20","18:48:00"
"2682","61","526","2020-07-07","05:23:00"
"2683","46","526","2020-08-17","01:39:00"
"2684","332","526","2020-08-20","19:29:00"
"2685","69","526","2020-09-05","05:12:00"
"2686","283","526","2020-12-09","01:09:00"
"2687","459","526","2020-12-28","01:41:00"
"2688","32","527","2020-01-11","21:56:00"
"2689","314","528","2020-02-14","10:20:00"
"2690","65","528","2020-03-16","19:09:00"
"2691","569","528","2020-03-18","15:41:00"
"2692","496","528","2020-03-21","13:48:00"
"2693","504","529","2020-03-01","16:13:00"
"2694","34","529","2020-10-07","20:33:00"
"2695","350","529","2020-12-29","23:31:00"
"2696","245","530","2020-04-05","17:39:00"
"2697","597","530","2020-07-15","13:06:00"
"2698","301","530","2020-07-18","03:50:00"
"2699","176","530","2020-07-20","11:09:00"
"2700","138","530","2020-08-04","11:10:00"
"2701","493","530","2020-08-05","12:24:00"
"2702","36","530","2020-09-07","17:04:00"
"2703","176","530","2020-11-16","01:25:00"
"2704","22","530","2020-12-24","23:18:00"
"2705","138","531","2020-01-19","05:52:00"
"2706","181","531","2020-07-16","02:10:00"
"2707","35","531","2020-08-09","02:29:00"
"2708","457","531","2020-10-25","14:30:00"
"2709","479","531","2020-12-09","22:22:00"
"2710","182","531","2020-12-30","12:01:00"
"2711","526","532","2020-04-04","15:26:00"
"2712","255","532","2020-04-17","13:37:00"
"2713","330","532","2020-07-06","04:29:00"
"2714","214","532","2020-08-19","13:21:00"
"2715","16","532","2020-08-25","03:14:00"
"2716","168","532","2020-11-10","19:38:00"
"2717","103","532","2020-11-13","12:30:00"
"2718","330","532","2020-11-29","15:17:00"
"2719","385","532","2020-12-26","09:56:00"
"2720","321","533","2020-11-30","15:26:00"
"2721","13","534","2020-01-14","06:01:00"
"2722","600","534","2020-08-04","17:17:00"
"2723","329","534","2020-09-03","16:08:00"
"2724","226","534","2020-11-06","02:46:00"
"2725","277","535","2020-02-12","11:17:00"
"2726","307","535","2020-02-15","00:20:00"
"2727","100","535","2020-03-23","13:04:00"
"2728","533","535","2020-04-03","02:50:00"
"2729","547","535","2020-08-14","16:34:00"
"2730","307","535","2020-11-21","09:18:00"
"2731","200","536","2020-01-17","21:51:00"
"2732","201","536","2020-02-14","02:36:00"
"2733","327","536","2020-02-14","03:25:00"
"2734","338","536","2020-06-17","13:59:00"
"2735","348","536","2020-08-27","18:25:00"
"2736","340","536","2020-11-29","09:02:00"
"2737","343","537","2020-01-26","04:08:00"
"2738","562","537","2020-07-17","03:12:00"
"2739","73","537","2020-09-16","23:33:00"
"2740","502","537","2020-11-03","11:10:00"
"2741","130","537","2020-12-02","13:59:00"
"2742","538","537","2020-12-20","20:54:00"
"2743","440","538","2020-06-06","18:32:00"
"2744","128","538","2020-08-28","12:34:00"
"2745","255","538","2020-10-12","05:37:00"
"2746","526","538","2020-11-15","11:11:00"
"2747","430","538","2020-12-12","09:03:00"
"2748","386","538","2020-12-25","10:05:00"
"2749","80","539","2020-01-06","09:28:00"
"2750","119","539","2020-03-09","11:59:00"
"2751","409","539","2020-05-20","10:56:00"
"2752","64","539","2020-10-14","09:02:00"
"2753","195","539","2020-12-04","06:43:00"
"2754","180","539","2020-12-22","03:14:00"
"2755","257","540","2020-02-03","01:35:00"
"2756","310","540","2020-02-06","08:42:00"
"2757","445","540","2020-05-21","04:01:00"
"2758","458","540","2020-06-01","02:09:00"
"2759","461","540","2020-08-12","20:53:00"
"2760","564","540","2020-11-02","20:36:00"
"2761","572","540","2020-11-04","10:59:00"
"2762","581","541","2020-01-27","08:11:00"
"2763","181","541","2020-04-29","22:18:00"
"2764","306","541","2020-06-14","20:03:00"
"2765","457","541","2020-07-01","22:35:00"
"2766","53","541","2020-10-06","02:09:00"
"2767","237","541","2020-12-11","13:55:00"
"2768","26","542","2020-01-02","12:30:00"
"2769","16","542","2020-01-14","07:11:00"
"2770","414","542","2020-01-24","20:25:00"
"2771","311","542","2020-02-03","01:28:00"
"2772","9","542","2020-03-25","01:27:00"
"2773","338","542","2020-03-30","02:33:00"
"2774","190","542","2020-07-27","11:24:00"
"2775","370","542","2020-11-22","05:47:00"
"2776","56","542","2020-12-24","23:12:00"
"2777","499","543","2020-01-02","13:33:00"
"2778","323","543","2020-05-24","09:35:00"
"2779","92","543","2020-06-26","12:57:00"
"2780","36","543","2020-06-26","18:21:00"
"2781","513","543","2020-09-02","03:49:00"
"2782","492","543","2020-10-25","19:50:00"
"2783","129","544","2020-02-03","05:00:00"
"2784","586","544","2020-07-28","02:36:00"
"2785","556","544","2020-11-08","14:29:00"
"2786","544","545","2020-01-14","14:15:00"
"2787","61","545","2020-01-16","00:38:00"
"2788","125","545","2020-03-10","05:15:00"
"2789","218","545","2020-08-05","07:49:00"
"2790","197","545","2020-09-15","21:36:00"
"2791","41","545","2020-10-05","12:25:00"
"2792","47","545","2020-12-19","04:03:00"
"2793","25","545","2020-12-29","17:29:00"
"2794","455","546","2020-01-12","07:58:00"
"2795","69","546","2020-08-24","19:11:00"
"2796","283","547","2020-02-22","02:21:00"
"2797","503","547","2020-08-04","07:15:00"
"2798","522","547","2020-08-09","06:30:00"
"2799","286","547","2020-11-06","21:10:00"
"2800","255","547","2020-12-25","21:11:00"
"2801","493","548","2020-08-29","04:55:00"
"2802","506","549","2020-08-27","23:27:00"
"2803","517","550","2020-01-19","21:15:00"
"2804","536","550","2020-01-28","18:38:00"
"2805","319","550","2020-02-12","10:40:00"
"2806","337","550","2020-03-04","12:33:00"
"2807","91","550","2020-05-16","21:20:00"
"2808","556","550","2020-05-29","07:09:00"
"2809","478","550","2020-07-23","01:30:00"
"2810","166","550","2020-11-06","05:48:00"
"2811","91","551","2020-01-22","11:26:00"
"2812","301","551","2020-02-05","13:30:00"
"2813","138","551","2020-03-04","04:54:00"
"2814","176","551","2020-03-06","23:41:00"
"2815","256","551","2020-04-09","12:31:00"
"2816","405","551","2020-07-09","18:51:00"
"2817","138","551","2020-08-15","04:48:00"
"2818","518","551","2020-10-14","20:43:00"
"2819","86","551","2020-11-11","21:13:00"
"2820","293","552","2020-01-16","03:54:00"
"2821","87","552","2020-03-21","13:30:00"
"2822","139","552","2020-05-13","00:45:00"
"2823","260","552","2020-06-04","19:34:00"
"2824","272","552","2020-08-25","12:05:00"
"2825","536","552","2020-09-12","21:50:00"
"2826","532","552","2020-10-15","16:09:00"
"2827","319","552","2020-11-29","15:27:00"
"2828","586","552","2020-12-23","19:35:00"
"2829","337","553","2020-02-09","06:11:00"
"2830","280","553","2020-02-15","16:47:00"
"2831","355","553","2020-09-03","18:44:00"
"2832","445","554","2020-05-16","01:01:00"
"2833","437","554","2020-06-27","06:54:00"
"2834","175","555","2020-02-01","01:56:00"
"2835","357","555","2020-06-14","02:42:00"
"2836","421","555","2020-12-30","14:10:00"
"2837","529","556","2020-04-03","11:39:00"
"2838","555","556","2020-08-12","14:00:00"
"2839","573","556","2020-12-09","10:28:00"
"2840","117","557","2020-04-28","17:10:00"
"2841","354","557","2020-05-09","19:54:00"
"2842","107","557","2020-07-12","05:54:00"
"2843","282","557","2020-11-20","04:44:00"
"2844","591","558","2020-02-02","23:30:00"
"2845","153","558","2020-02-26","14:33:00"
"2846","555","558","2020-03-12","05:10:00"
"2847","202","558","2020-05-22","21:56:00"
"2848","558","558","2020-07-25","02:37:00"
"2849","412","558","2020-08-10","12:26:00"
"2850","219","558","2020-12-05","01:07:00"
"2851","405","559","2020-12-11","14:00:00"
"2852","580","560","2020-04-02","20:41:00"
"2853","345","560","2020-07-01","15:04:00"
"2854","181","560","2020-08-04","23:35:00"
"2855","306","560","2020-08-25","08:37:00"
"2856","315","561","2020-03-13","15:47:00"
"2857","479","561","2020-06-08","16:22:00"
"2858","191","561","2020-08-14","04:10:00"
"2859","262","562","2020-01-26","20:25:00"
"2860","11","562","2020-03-22","17:19:00"
"2861","266","562","2020-08-17","03:04:00"
"2862","177","562","2020-10-30","20:45:00"
"2863","416","562","2020-11-30","19:21:00"
"2864","8","563","2020-01-18","00:27:00"
"2865","57","563","2020-08-02","22:52:00"
"2866","192","563","2020-11-30","14:47:00"
"2867","312","564","2020-02-18","21:41:00"
"2868","25","564","2020-04-07","15:31:00"
"2869","47","564","2020-11-03","20:27:00"
"2870","446","564","2020-11-12","12:39:00"
"2871","217","565","2020-04-29","13:31:00"
"2872","15","565","2020-05-15","01:54:00"
"2873","255","565","2020-09-04","16:26:00"
"2874","80","566","2020-03-21","17:49:00"
"2875","119","566","2020-06-09","04:19:00"
"2876","395","566","2020-07-20","10:18:00"
"2877","430","566","2020-11-04","13:47:00"
"2878","409","566","2020-11-05","15:36:00"
"2879","280","567","2020-05-07","23:56:00"
"2880","247","567","2020-07-19","10:07:00"
"2881","330","567","2020-08-13","22:09:00"
"2882","437","567","2020-08-15","22:30:00"
"2883","339","567","2020-08-27","19:36:00"
"2884","240","568","2020-02-26","16:53:00"
"2885","228","568","2020-06-22","03:11:00"
"2886","445","568","2020-07-06","17:30:00"
"2887","330","568","2020-11-11","15:50:00"
"2888","182","569","2020-02-05","21:26:00"
"2889","433","569","2020-06-13","13:54:00"
"2890","255","569","2020-07-08","09:03:00"
"2891","108","569","2020-12-14","09:08:00"
"2892","436","570","2020-02-19","11:12:00"
"2893","318","570","2020-02-21","20:46:00"
"2894","90","570","2020-03-17","18:28:00"
"2895","101","570","2020-10-25","08:58:00"
"2896","522","571","2020-11-25","18:27:00"
"2897","503","571","2020-12-16","18:23:00"
"2898","133","572","2020-01-19","23:02:00"
"2899","413","572","2020-01-28","17:54:00"
"2900","342","572","2020-04-08","11:03:00"
"2901","101","572","2020-05-02","03:15:00"
"2902","488","572","2020-07-22","22:37:00"
"2903","522","572","2020-08-11","06:28:00"
"2904","53","573","2020-01-15","16:03:00"
"2905","75","573","2020-02-26","10:08:00"
"2906","113","573","2020-05-18","18:09:00"
"2907","227","573","2020-06-26","06:48:00"
"2908","65","573","2020-07-05","13:59:00"
"2909","10","573","2020-07-28","14:23:00"
"2910","324","573","2020-08-25","11:16:00"
"2911","392","573","2020-09-30","15:49:00"
"2912","170","573","2020-11-17","08:34:00"
"2913","312","574","2020-03-21","07:41:00"
"2914","342","574","2020-04-10","03:57:00"
"2915","598","574","2020-07-13","07:38:00"
"2916","9","575","2020-04-06","04:11:00"
"2917","105","575","2020-11-21","03:41:00"
"2918","23","576","2020-03-25","04:19:00"
"2919","108","576","2020-05-17","03:34:00"
"2920","328","576","2020-06-27","05:23:00"
"2921","458","576","2020-10-12","02:52:00"
"2922","333","576","2020-10-19","21:53:00"
"2923","141","576","2020-11-30","21:44:00"
"2924","184","577","2020-05-22","05:15:00"
"2925","524","577","2020-07-03","21:17:00"
"2926","57","577","2020-08-25","08:16:00"
"2927","494","577","2020-08-25","19:41:00"
"2928","34","577","2020-08-30","04:36:00"
"2929","315","577","2020-11-02","23:32:00"
"2930","559","577","2020-12-03","02:48:00"
"2931","49","578","2020-01-18","23:41:00"
"2932","187","578","2020-02-18","05:49:00"
"2933","290","578","2020-02-21","14:01:00"
"2934","282","578","2020-04-03","21:37:00"
"2935","315","578","2020-04-11","03:50:00"
"2936","263","578","2020-07-01","11:30:00"
"2937","191","578","2020-08-16","19:11:00"
"2938","124","578","2020-08-20","18:04:00"
"2939","550","578","2020-10-01","01:15:00"
"2940","599","578","2020-11-09","04:46:00"
"2941","593","578","2020-12-01","07:05:00"
"2942","308","578","2020-12-05","05:28:00"
"2943","34","579","2020-03-09","08:59:00"
"2944","127","579","2020-10-15","04:26:00"
"2945","57","579","2020-12-19","15:43:00"
"2946","317","580","2020-02-25","14:54:00"
"2947","566","580","2020-04-15","16:03:00"
"2948","305","580","2020-05-13","00:10:00"
"2949","335","580","2020-07-02","15:45:00"
"2950","341","580","2020-08-19","13:10:00"
"2951","188","580","2020-09-14","22:14:00"
"2952","378","581","2020-01-29","16:35:00"
"2953","88","581","2020-03-20","23:14:00"
"2954","40","581","2020-06-10","23:23:00"
"2955","280","581","2020-09-20","03:13:00"
"2956","228","581","2020-10-19","20:45:00"
"2957","355","582","2020-01-11","21:54:00"
"2958","461","582","2020-01-29","03:35:00"
"2959","458","582","2020-01-29","15:42:00"
"2960","437","582","2020-02-15","14:47:00"
"2961","178","582","2020-06-01","16:46:00"
"2962","331","582","2020-12-24","21:11:00"
"2963","247","583","2020-02-18","15:25:00"
"2964","80","583","2020-06-09","07:19:00"
"2965","119","583","2020-08-10","18:11:00"
"2966","50","584","2020-02-20","18:08:00"
"2967","61","584","2020-02-23","08:22:00"
"2968","125","584","2020-03-12","07:55:00"
"2969","534","584","2020-05-03","17:59:00"
"2970","71","584","2020-07-19","05:39:00"
"2971","174","584","2020-08-10","00:46:00"
"2972","303","584","2020-08-23","17:16:00"
"2973","118","584","2020-09-30","00:44:00"
"2974","296","584","2020-12-09","19:34:00"
"2975","389","585","2020-02-01","23:55:00"
"2976","143","585","2020-03-21","07:09:00"
"2977","270","585","2020-07-27","16:37:00"
"2978","69","585","2020-08-22","15:57:00"
"2979","339","586","2020-01-07","09:10:00"
"2980","106","586","2020-01-18","22:32:00"
"2981","191","586","2020-01-20","19:11:00"
"2982","352","586","2020-02-19","10:40:00"
"2983","173","586","2020-03-10","20:11:00"
"2984","358","586","2020-08-03","01:40:00"
"2985","567","586","2020-10-01","04:35:00"
"2986","247","586","2020-11-03","17:48:00"
"2987","485","587","2020-01-20","03:18:00"
"2988","254","587","2020-04-15","21:00:00"
"2989","312","587","2020-07-07","18:36:00"
"2990","145","587","2020-08-20","08:18:00"
"2991","205","587","2020-09-06","01:29:00"
"2992","40","587","2020-12-17","02:34:00"
"2993","246","588","2020-02-03","19:21:00"
"2994","599","588","2020-09-05","02:25:00"
"2995","541","588","2020-10-06","03:29:00"
"2996","327","588","2020-12-07","06:29:00"
"2997","358","589","2020-01-09","00:39:00"
"2998","317","589","2020-01-11","09:17:00"
"2999","73","589","2020-02-01","04:37:00"
"3000","242","589","2020-02-11","13:29:00"
"3001","96","589","2020-03-04","10:45:00"
"3002","186","589","2020-04-15","22:56:00"
"3003","93","590","2020-05-29","00:29:00"
"3004","430","590","2020-06-11","21:37:00"
"3005","329","590","2020-08-05","11:30:00"
"3006","431","590","2020-08-07","05:54:00"
"3007","499","590","2020-12-15","16:58:00"
"3008","333","591","2020-01-06","02:24:00"
"3009","97","591","2020-01-28","23:19:00"
"3010","294","591","2020-05-20","15:21:00"
"3011","512","591","2020-06-11","08:42:00"
"3012","544","591","2020-09-18","13:16:00"
"3013","428","591","2020-11-18","18:29:00"
"3014","301","592","2020-01-17","12:49:00"
"3015","21","592","2020-01-22","00:26:00"
"3016","593","592","2020-04-15","18:32:00"
"3017","252","592","2020-07-17","03:04:00"
"3018","220","592","2020-07-31","13:43:00"
"3019","241","592","2020-08-19","14:50:00"
"3020","181","592","2020-11-25","23:53:00"
"3021","457","592","2020-12-07","18:15:00"
"3022","434","592","2020-12-20","10:42:00"
"3023","508","593","2020-01-28","18:19:00"
"3024","14","593","2020-02-17","03:36:00"
"3025","175","593","2020-03-27","22:21:00"
"3026","357","593","2020-06-21","22:54:00"
"3027","372","593","2020-07-06","15:45:00"
"3028","80","593","2020-08-02","12:34:00"
"3029","119","593","2020-08-05","17:54:00"
"3030","395","594","2020-02-10","10:05:00"
"3031","306","594","2020-02-14","10:44:00"
"3032","74","594","2020-08-13","00:39:00"
"3033","78","594","2020-09-20","10:08:00"
"3034","150","595","2020-01-07","02:56:00"
"3035","287","595","2020-03-07","11:02:00"
"3036","520","595","2020-03-13","10:02:00"
"3037","301","595","2020-05-03","02:34:00"
"3038","51","595","2020-07-21","06:22:00"
"3039","318","596","2020-07-25","22:42:00"
"3040","55","597","2020-03-21","18:30:00"
"3041","166","597","2020-07-20","12:55:00"
"3042","536","597","2020-10-18","16:04:00"
"3043","556","597","2020-12-15","02:28:00"
"3044","301","598","2020-01-08","17:43:00"
"3045","337","598","2020-01-16","05:31:00"
"3046","54","598","2020-02-01","08:09:00"
"3047","112","598","2020-03-29","09:05:00"
"3048","321","598","2020-04-18","16:16:00"
"3049","211","598","2020-05-19","08:28:00"
"3050","134","598","2020-05-28","15:09:00"
"3051","263","598","2020-07-08","13:20:00"
"3052","305","598","2020-08-22","13:49:00"
"3053","324","598","2020-12-01","11:00:00"
"3054","300","599","2020-01-07","04:33:00"
"3055","471","599","2020-04-05","05:21:00"
"3056","179","599","2020-06-08","08:42:00"
"3057","326","599","2020-07-01","15:14:00"
"3058","298","599","2020-07-30","16:12:00"
"3059","350","599","2020-08-24","00:20:00"
"3060","101","599","2020-10-10","16:51:00"
"3061","314","599","2020-10-29","13:15:00"
"3062","270","599","2020-11-17","14:53:00"
"3063","433","599","2020-12-11","08:16:00"
"3064","70","599","2020-12-18","13:11:00"
"3065","493","600","2020-03-22","14:23:00"
"3066","482","600","2020-05-17","11:32:00"
"3067","372","600","2020-08-20","07:54:00"
"3068","319","600","2020-12-24","04:00:00"
"3069","314","601","2020-01-07","05:39:00"
"3070","45","601","2020-02-12","04:44:00"
"3071","155","601","2020-03-27","11:02:00"
"3072","65","601","2020-04-24","05:30:00"
"3073","553","601","2020-08-14","22:29:00"
"3074","506","601","2020-09-10","16:59:00"
"3075","482","601","2020-11-11","16:27:00"
"3076","413","602","2020-02-22","20:54:00"
"3077","342","602","2020-10-16","07:27:00"
"3078","74","602","2020-11-19","23:58:00"
"3079","81","602","2020-12-02","09:12:00"
"3080","599","603","2020-02-20","23:10:00"
"3081","24","603","2020-04-26","23:24:00"
"3082","48","603","2020-09-05","03:50:00"
"3083","58","604","2020-07-09","08:27:00"
"3084","552","604","2020-12-27","06:59:00"
"3085","580","605","2020-03-11","21:02:00"
"3086","142","605","2020-07-23","04:21:00"
"3087","455","606","2020-05-26","11:15:00"
"3088","14","606","2020-10-27","05:36:00"
"3089","194","606","2020-11-04","13:12:00"
"3090","327","607","2020-01-24","22:19:00"
"3091","470","607","2020-06-01","21:21:00"
"3092","393","607","2020-06-04","15:03:00"
"3093","110","607","2020-07-06","15:27:00"
"3094","337","607","2020-08-27","20:04:00"
"3095","29","607","2020-11-03","17:56:00"
"3096","335","607","2020-11-05","04:15:00"
"3097","246","607","2020-11-08","07:50:00"
"3098","336","607","2020-11-14","22:50:00"
