"mID","cID","rTitle","rBody","rRating"
226,3,A little messy but very enjoyable,"Crazy home wrecker comedy mostly unfortunate and heartwarming. By the great Russo Brothers that did several Avenger movies so this still has awesome vibe to it despite the flaws! The cast is pretty great throughout, I like how wild things are in some parts. I think You, Me and Dupree is great for what it is!",7
255,5,Saw them make the film: Not fun. Watched the film: Not good.,"This film was made nearby where I lived in 1986.  Many residents had to put up with trailers on the street and generators running into all hours of the evening.  We did however, get to see Cosby shoot a scene, so that was fun.When it came time to see his creation, the disappointment was even greater having expected at least something of fair value. The film is disjointed, as if the writer quit in the middle. The relationship between Cosby - a master spy living in an enormous house - and his unhappy wife (who lives in the enormous house next door, which is supposed to be a funny circumstance) took time to develop. Then it was immediately lost in some mad-cap chase scenes in a warehouse.There is nothing interesting about this film. There must be a story behind how it got made. Cosby is a man of talent, but this film showed none.",1
255,7,Merciful God in heaven above!!!!!!!,"Bill Cosby must have lost some kind of bet with Satan to end up making a film as mind-meltingly dreadful as ""Leonard Part 6"". A stupefyingly unfunny, self-indulgent mess of a film that will have you wanting to tare your skin off with your fingernails just so you'll have something else to do.",1
255,2,Betrayal & Redemption,"I saw this pus-filled boil on Cosby's rump while on vacation in Florida as a kid. I asked to see it - How was I to know? - I was only 6 years old. I think it was being shown at a theater at Universal Studios, and it had been a long, hot day of walking. Hell, I was glad just to be off my feet and out of the sun...that is, until the movie began.I was confused from the start, thinking I must have missed a lot in the first 5 parts. But I thought it's gotta get better, Bill Cosby  wouldn't allow this garbage to be shown to millions of kids like me as ""entertainment"" unless there was something funny in it. Then the meat patties - I don't remember much about the movie, I've left the nightmares in my past, but I can still remember how I nearly wretched at this grisly mess of a scene. It was no longer worth being in a comfy theater with AC, it was more like being in agony, trapped by a 6-yr. old kid's optimism that ""Mr. Huxable"" would be funny! Never happened. An utter horror of a movie! It ruined a little kid's day, and I'm sure it ruined many others'. When I found out from my folks soon after that Bill Cosby himself had told people not to see it, I was hurt and betrayed. I have since gotten over it, so LP6 is purged from my nightmares, and I applauded Cos for removing this celluloid pollution from our airwaves. Redemption at last.",1
255,8,Made me never want to eat Jello again.,"Three words sum up what's wrong with this movie, Joe Don Baker. Serously, what the hell was that? It's like a bad version of Dr Dolittle made by acid heads. I actually saw this movie in the theater as a child and even at the tender age of 6 asked my Mom if we could leave and began crying when we didn't. This movie sucks!",1
282,5,Recommended for the stunts,"The Casting details for this film are a little sparse and think that Rudakova's acting as Natalya is well worth a mention there, really good. Berleand as Francois was OK at his acting too, Statham is maybe not that popular in his role; as always playing a very straight part as Janson. (+ and - follows)(+) This comes well recommended for it's action; having that perfect high tension/tempo shown in the earlier films. The fight scenes are still very well done, as are the driving stunts.(-) There is not a high level of acting needed here, yet that brings you down to that real life feel I guess. Transporter 1-2 are still the better films with more varied action and better plot.",8
290,5,It took time to get it,"Have you ever watched Persona by Ingmar Bergman?
I did.
Apparently Cam Archer watched it too.",10
290,4,Years of Retirement,"This film might be too experimental and fragmented for its own good, but it is enlivened by fantastic performance by Ellen Barkin as Colleen West, an retired actress trying to find her place in the world she is not familiar with. The film doesn't follow traditional narrative and scenes jump from present to past, and between dreaming, dreams and nightmares (there is one haunting scene near the end the puts most contemporary horror films into shame). Yet, this fragmented flow of the film doesn't take anything away from Ellen Barkin's wonderful character. Actually it all enhances her confusion - did she already loose everything (herself among) while she was working as an actress or, everything went loss after her retirement? It is my own personal interpretation, that she was already lost, but when she quit the circus she just started to see the things. Although, experimental with its directing style and it sounds pretentious self search/loss story, the film stands much higher than your usual artsy film school stuff that deals with existencial crisis. The heightened meaning behind this might come from Barkin's performance and her own life experience. Don't be afraid that film, although black and white, might be too depressive or bleak, as it offers some nice laughs. Especially scenes between Colleen West and her new neighbor Shelly (Melora Walters). Barkin's character is wonderfully arrogant and self conscious, but not unpleasant, actually she is very cool.Definitely not for everyone, but this movie has definitely hasn't got the recognition it truly deserves.",7
290,2,"i don't usually write stuff online, but...","...i feel like i have to set something against what has been written about this film in an earlier review on this website. sht year is a very sensitive, empathetic portrait about an eccentric, depressive yet somehow sympathetic woman, it is a film about loss, the loss of meaning, sense, purpose, occupation, loss of love and ultimately about the fear of the end of loss of having nothing more to lose. since the other review is highly subjective and since i don't know how to write a decent review i will just say: there are a lot of things i like about this film, i just watched it again after about 3 years and, again, i greatly enjoyed it. but even if you're not into the kind of photography/videoart aesthetics archer employs along with his talent for stillness, even if you don't recognize the existential struggle with identity and being a real person in a real life world that gifted actors seem to be prone to and which is embodied here by such an actress in a very very courageous, intimate and personal way, even if you do not identify with the character or the imagery, one must acknowledge that it is a strong and unusual film. it is by no means trashy or cheap or attempting to be something it is not, like the other review suggests. im not saying you're wrong in not enjoying it since its your subjective experience, but you're making it sound like its impossible that anyone might enjoy it and its total crap which is not true at all. it is a strong movie, it has a strong point, and a sense of urgency. it is artistic expression by means of film on a high level in the way its written, performed, captured and produced. so im not saying its for anyone, everyone should watch it, but i like it a lot and its certainly worth a shot. it deserves to be taken seriously, please don't just dismiss it because one dude on IMDb couldn't make sense of it. i could and i recommend it as well as archers first feature length film ""wild tigers I've known"" (again very specific images, but if they tell your story it can feel like someone knows whats in your heart and i am thankful for that, its the best thing about art!)",8
290,1,there is clue in the title,"i had my doubts about writing a review about this movie, it feels like kicking a child with a down syndrome, but if that child constantly bites you then there is no choice, is there? the movie is about a constantly talking actress who is obsessed with herself, trying to come in terms with her retirement. i usually like experimental movies, but this wasn't an experimental movie, it was just a wanna be project, i was okay if it didn't have any meaningful purpose, but this movie tried so hard to be meaningful in an experimental way which is really not a good idea, horrible idea to be clear. the biggest issue in the movie is that it is like a diary, nothing visual on it, the fact that this director also directed music videos is beyond me. it is like we are watching a monologue of a boring woman who constantly repeat herself then director remembers that he is shooting a movie and adds something visual but not so amazing images.to cut the long story short(unlike the movie), i would believe if the director turned out to be a high school student who's favorite movie is 'a single man'. it tells nothing new, it is a real wanna be movie, and it is real a waste of time, i hope i never watch a movie like this again. (actually it is really hard to call this thing a movie.)",1
304,8,Superb Documentary,Any documentary that gets a slam from the history deniers in Japan is A+. The evidence is overwhelming. These were brutal crimes committed by imperial Japanese soldiers. Abe should resign. Period.,10
304,1,Insightful with a small budget,"The maker of this documentary can be really proud of himself. This is a must see for anyone who is new to the comfort women issue. Even with a small budget, this young director has showed all the important facets of the problem. It is very interesting to see how the interviewed people have such conflicting answers.Furthermore, these documentaries are so important for global history to unravel the truth. Besides the comfort women issue the viewer will also learn about Japanese modern history. Brilliant!",10
304,4,An exciting work to stimulate our intelligence.,"This film describes what historical revisionist is and makes us recognize the importance of correct history. Some likely want to see what to want. Revisionists sneak in there. Carefully we should keep eye on it. Anyway, this film is well made to entertain us, showing various opinion through comfort women issue. Good!",10
304,5,Thought Provoking and Insightful,"This is not merely an issue between two nations with a war time past but an exploration of how we are to confront a nation's past, ugly or otherwise.This is a well researched and thoroughly researched documentary explores Japan's right-wing revisionist points of view, their position and their motivations.Ultimately this is Mr.Miki Dezaki's impassioned plea to the country of his ethnic origin to contemplate the road they are currently on and where it leads.",8
306,9,All they want is freedom.,"Just got back from the world premier at TIFF 07 and I am impressed. Like the gun market journey from the ""Vice Guide"" Eddy and Suroosh drew out the important issues behind the primary subject matter. I found the journey of the young men and their evolution through extreme turmoil delivered in a raw manner that one does not get through main stream media. The raw look at life and oppression that continues from the old Saddam regime into the new present day Iraq is shocking. The movie is shown through several time periods in the bands life and how playing music is the only thing that keeps them going. The band members that are interviewed are well spoken, articulate, and emotional. That emotion keeps coming back in the film and every happiness in their lives is tempered by the Iraq war to such a degree that the true impact of what's happening over there is just now becoming clearer. For me the true role and impact of the mass market main-stream media has been exposed and for that reason alone I would suggest watching ""Heavy Metal in Baghdad"". I also look forward to any subsequent sequels or Vice production regarding the lives of the band members but especially Tony and his pupil Mike.Thank you Eddy and Suroosh.",9
306,2,More a film about humanity in war than 'heavy metal',"I found myself surprised to like a film about heavy metal this much. Just personal taste, but it's not music that usually speaks to me.But this tragic, darkly comic, oddly triumphant and endearing look at a group of young Iraqis trying to keep their band together and play - in the middle of the insanity of war, and then later in exile in Syria - and also seeing the crazy bravery of the two young guys trying to make a film about them - has stuck in my head with very fond feelings. By making the war and it's effects this personal I came away with a much deeper understanding than I might have from a film trying to cover the whole wide landscape. I wasn't quite as moved on a second viewing with friends, but it's still a film I think of with tremendous warmth, and recommend whether you like heavy metal or not.",8
306,3,Rock on!!,"This documentary really opened my eyes to the simple pleasures that we take for granted . I was really moved by the fact that I can just hop in my car go to a gig and let my anger out in the pit and just live life . This documentary brings to light the hardships that occur in Iraq , and to this band the only thing that makes them free is getting together to jam and record a album . you will feel a whole new sense of self after seeing this documentary trust me. I as a Canadian feel a great injustice of what is occurring in Iraq after viewing this , but ,media and politics dictate what they want you to see. Wake up north America ! and create a world that we can all just be free to express ourselves in whatever form we choose .",10
306,1,A documentary that must be seen,"I too saw this explosive high-risk film at the Toronto film festival, the day after Abu Risha, head of the Anbar Awakening Council in the supposedly ""pacified"" region of Iraq's notorious ""Sunni triangle"" was blown up ten days after meeting with President George Bush.In their first venture into feature-length guerrilla film-making, Moretti, head of VICE Films, and Alvi, co-founder of counterculture VICE magazine, follow what has happened to the members of ""Acrassicauda"" (Latin for black scorpion), Iraq's first and only heavy metal band. They note that the band had played four concerts during the Saddam era by including a song praising the tyrant which everyone knew was an ironic fake. Since the Coalition ""liberation"" of 2003, they have played only two, the last in the summer of 2005. Since then all have joined the ranks of the over two million Iraqi refugees (another nearly two million are internally displaced), over a million alone in neighboring Syria. The U.S. during this time has accepted less than 500.Shot by the intrepid duo in high-definition video during two dangerous trips to Baghdad and one to Damascus, the film contains candid interviews with band members, all apolitical and non-sectarian, speaking obscenity-laced English street talk. But then, their situation is obscenely perilous and unfree. It is not surprising for one to say: ""(Expletive) this democracy"", when their experience is one of a worsening life in hell followed by a ""less than zero"" subsistence exile in Damascus.After the screening, the filmmakers informed the audience that band members had been refused Canadian visas to come to the festival, that they were facing expulsion back to Iraq from Syria by October 10, and appealed for donations through the website http://www.heavymetalinbaghdad.com/ to help them relocate.",10
309,5,Pleasantly surprised,"The third installment of musical clips from the MGM vaults. I'm a sucker for musicals and ""That's Entertainment! III"" was a huge surprise. I thoroughly liked the first part (""That's Entertainment!""); the second installment (""That's Entertainment, Part II"") was decent but not that memorable, but this third compilation towers over its predecessors. One of the riches of the ""That's Entertainment!III"" is that the filmmakers are very critical and passionate about the subject. As much as they are paying homage to the glory of the MGM dream factory, they are also depicting the skill and the hard work that go along with it. This is perhaps the reason serious film critics seem to rhapsodize about it. Lots of pleasant & glorious moments, featuring many musical numbers, most of them cut from the original releases. Particularly revealing are: Eleanor Powell's tap dancing in ""Lady Be Good"" (in split-screen while the camera moving along with her); Lena Horne speaks about the prejudiced policies at MGM, introducing a nice censored bath scene from ""A Cabin the Sky""; and Debbie Reynolds' rare number ""You're My Lucky Star"", cut from ""Singin' in the Rain"".",8
309,9,Highly Enjoyable MGM Entertainment...socko!!,"It's easy to see why Siskel & Ebert gave this one a big two thumbs up. And even the hard to please Rex Reed said: ""Two hours of paradise regained--pure magic!""Easily among the best of the 'That's Entertainment' compilations, it features June Allyson, Cyd Charisse, Lena Horne, Howard Keel, Ann Miller, Debbie Reynolds, Mickey Rooney and Esther Williams all giving us a guided tour of some of their best MGM moments. The late Gene Kelly is included among the hosts.Especially fascinating is the dance sequence showing how the crew worked hard to keep up with Eleanor Powell's dance routine in ""Lady Be Good""; Esther in an underwater number for 'Jupiter's Darling'; and outtakes of Judy Garland's attempt at 'Annie Get Your Gun'. Elvis fans will get a chance to see his 'Jailhouse Rock' routine.Also intriguing is an early glimpse of the first Hollywood musicals, with Joan Crawford, Jack Benny, Marion Davies and others doing an awkward version of 'Singin' in the Rain', complete with overweight chorus girls and early color.Film nostalgia of the highest kind--a treasure for fans of MGM musicals. Those were the days!!",10
309,7,MGM at its best,"Having seen the previous two installments of this series about MGM's great years, we hadn't seen the last one, but thanks to TCM, which showed it recently, we now have completed the cycle. The documentary, directed by Bud Friedgen and Michael Sheridan, brings us back to the golden years of the studio that boasted it had more stars than any one else in Hollywood.This new version concentrates on the singing and dancing stars. Its 113 minutes running time flies by without noticing because of the quality of the material selected to be shown.There is a magnificent black and white sequence showing Eleanor Powell performing a number and at the same time on a second screen we are taken to the actual filming of the routine as the technicians worked on it. Even for the time when it was filmed, it was revolutionary. Also, we see a dance routine by Fred Astaire with two different costumes and the same music shown on split screen where the ""master"" himself performs the exact same steps in both sequences. Amazing!The only sad note of the documentary is to see how Lena Horne, a talented and gorgeous black woman who was employed by the studio, but was never given a starring role on films that involved other white actors. In fact, it's a shame she lost a plum role in ""Showboat"" because of the discrimination at the time.It was great to watch the MGM stars narrating the different segments. Thus, we saw June Allyson, Cyd Charisse, Ann Miller, Gene Kelly, Debbie Reynolds, Esther Williams, Howard Keel introducing the different production numbers in the documentary.Without a doubt, Hollywood was a factory of dreams and MGM was the best place where they came true.",7
309,4,Nice Features In Here That We Never Seen Before,"This last ""Entertainment"" installment offers a few different aspects that the first two ""That's Entertainment!"" packages didn't have, such as some song-dance routines that never made it on screen (and should have) or a behind-the-scenes look at cameramen filming a particular number. The latter is interesting to see as they filmed an Eleanor Powell dance (""Lady Be Good"")It also was interesting to see some of the stars in the early '90s when this was made, as they host certain segments of this 113-minute tribute. I am referring to June Allyson, Cyd Charisse, Lena Horne, Howard Keel, Gene Kelly, Ann Miller, Debbie Reynolds, Mickey Rooney and Esther Williams. I'd say the person who most looked a lot like they did when they were much younger was Horne.I also appreciated the fact they showed quite a bit of numbers in the widescreen format, something we never saw viewing these great musicals on VHS. We also see a very early edition of ""Singin In The Rain,"" with the likes of Jack Benny and Joan Crawford.Overall, a worthy edition to the ""That's Entertainment!"" package.",10
312,4,"We say ""sexually liberated"", they said ""whore"".","""My Cousin Rachel"" is the second film to have been based upon the novel by Daphne du Maurier. The first was made in 1952, only a year after the novel was first published. The action takes place in early Victorian Cornwall, with a few scenes set in Italy. The central character is Philip Ashley, a young man from a Cornish landowning family. Philip is an orphan, and has been raised by older cousin Ambrose, who has been like an adoptive father to him. On a trip to Italy Ambrose meets and marries Rachel, a half-Italian cousin to both himself and Philip, but later dies in mysterious circumstances.We learn that Ambrose attempted to leave his fortune to Rachel but never signed the will, leaving Philip as his sole heir. When Philip and Rachel meet for the first time, he is smitten with love for the beautiful older woman. He is, however, never sure whether he can trust her. He discovers letters from Ambrose, suggesting that his wife may have been trying to poison him for his money. We are left with two possibilities. On the one hand, Rachel may indeed be a sinister poisoner. On the other hand, Ambrose may have fallen prey to delusions produced by the same illness which was eventually to kill him and Rachel may therefore be the innocent victim of unjustified suspicion.The film is unusually sexually explicit for one made in the traditional British ""heritage cinema"" style; there are several instances of bad language and a love scene between Philip and Rachel. (Rachel Weisz described her character as ""sexually liberated""). There is, of course, a reason why the makers of period dramas tend to avoid such matters. In the 19th century swearing was regarded as socially unacceptable, at least in polite circles; even ""bloody"", today a relatively mild oath, was considered shocking. As for ""sexual liberation"", that is generally an anachronistic concept in period dramas set at any time prior to the mid-twentieth century. Victorian women, even independent-minded and free-thinking ones, did not normally claim the right to sleep with any man who took their fancy. Those who did would have been designated by the most opprobrious terms. We say ""sexually liberated"", they said ""whore"".I think, however, that there is a reason why writer-director Roger Michell introduced a sexual element into the storyline, and this reason has nothing to do with a mere desire to titillate or the need to court controversy for controversy's sake. In the 1952 version, the question of whether Rachel, played in that film by Olivia de Havilland, is a villainess or a virtuous heroine is quite deliberately left ambiguous. I felt, moreover, that although ambiguity can in some circumstances be artistically beneficial, it does not work in the context of that particular film, which might have been improved had it come down on one side or the other argument.Here, however, although Michell never definitely says whether Rachel is a murderess or not, the one thing she cannot be called is a virtuous heroine. By the moral standards of Victorian England she is an immoral woman. Even by 21st century moral standards, her treatment of Philip, whom she rejects after sleeping with him, and after he has signed his property over to her, seems rather heartless. Whatever else she may or may not have done, we cannot help feeling that she has taken unfair advantage of a naïve, virginal young man's infatuation with her, and suspecting that even if she did not kill Ambrose she may have taken advantage of him too. There are two good performances from Weisz and from Sam Claflin, an actor I had not come across before, as Philip.The film is attractively shot with a good deal of attention to period detail, although its look is less visually sumptuous than some period dramas, doubtless because the Ashleys are minor provincial gentry rather than grand aristocracy. (It is Rachel, with her elaborate dresses, who seems more sophisticated). Following on from the Jane Austen-inspired ""Love and Friendship"" and a new version of Hardy's ""Far from the Madding Crowd"", it shows that the heritage cinema movement is still strong in Britain. 7/10",7
312,5,It's a Family Affair,"(RATING: ☆☆☆ out of 5 ) GRADE: C+ THIS FILM IS MILDLY RECOMMENDED.IN BRIEF: A romantic mystery that downplays the romance and mystery.SYNOPSIS: A man falls in love with a mysterious woman who may or may not be a murderer.JIM'S REVIEW: The remake...such a big part of the film industry, both here in America and abroad. The crazy notion that the original needs a new audience is big business with the end results usually being that the remake is new but not improved. The reason for this practice is twofold: 1. to bring instant revenue from a known product and 2. to update for today's modern moviegoers and re-imagine that original source. ￼The film adaptations of Daphne Du Maurer's romance mystery, My Cousin Rachel, seem to have a difficult go from the start. The plot lays down an interesting premise about love, greed, and murder amid the landscape of Cornwall, England, but never fulfills its promise of intrigue, allowing for a very ambiguous ending and questionable characters and actions rather than solve the mystery. Both versions, old and new, suffer the same results.￼The 1952 film heralded a young Richard Burton in his Oscar nominated film debut and Olivia DeHavilland in the title role. While Mr. Burton was perfectly cast, Ms. DeHavilland played the role too demurely, never giving the character that necessary air of mystery. The romance was missing too. In this current film, Sam Claflin plays Cousin Philip to Rachel Weisz's Cousin Rachel and they too are mismatched. In this case, Ms. Weisz is perfectly cast has the lady of mystery and gives an arresting performance, but Mr. Claflin comes up empty, playing his role as an adolescent in dry heat. The actors try but their relationship lacks credibility as written in Roger Michell's screenplay. ￼The script fails to address the main mystery: Is Rachel a black widow or just misunderstood? The plot devices are all there (the dangerously high cliffs, the possibly poisoned teas, the hidden letters, etc.) but they never amount to much, in most cases. The melodrama is essentially well played but the reactions of the townsfolk toward this beautiful stranger seem off. (They forgive her trespasses rather too easily and rarely question her actions or motives. Yes, some do periodically suspect something odd but they are beguiled quickly...too quickly for logic sake.) As written, Claflin's Philip comes off as a simpleton when he should be viewed as a passionate victim transfixed by her beauty and exotic manner. Mr. Burton could project that well, Mr. Calflin projects strong cheekbones and dimples.￼The cast of talented actors is underused and rarely hit their marks in this lackluster film. Iain Glen is wasted in his small supporting roles and as Rachel's confidant and friend, Pierfrancesco Favino seems more the foolish fop rather than possible romantic rival. Only Holliday Grainger as Louise, Philip's loyal friend, delivers a fully nuanced performance. The production values are standard and the photography by Mike Eley provides little atmosphere, relying heavily on soft focus, close-ups, or dark shadows to provide mood. Objects and props always seem to bookend the actors as if both are vying for one's attention. ￼Mr. Michell's direction doesn't help matters, but then neither did his script. He paces the film so slowly, uses voice-over narration to fill in missing exposition and scenes, builds little suspense, and doesn't allow his characters any meaningful exchanges. He may be earnest and sincere about his project, but he needed to distance himself from his material to see the end result more clearly.Relatively speaking, My Cousin Rachel, is a disappointing family affair. Visit my blog at: www.dearmoviegoer.com",6
312,2,Du Maurier Was A Lady,"Rachel, of course, comes out of the heart and mind of Daphne Du Maurier, the same author who gave us Rebecca and even if we never met her we discover she was a nasty piece of business, she also gave us Melanie Daniels in The Birds, the spoiled rich girl from San Francisco. Here, Rachel is more of an enigma and as played by Rachel Weisz, a dangerously, too good to be true lady of mystery. Rachel Weisz is absolutely captivating and perhaps that's why I was so aware of Sam Claflin's shortcomings as an an actor. I don't want to be unkind. He has presence and charm but I was painfully aware of the performance, specially when he has Rachel Weisz being totally present in the moment. Roger Michell allows the candles, the jewels and the locations to have their moments, beautifully. Recommend it for a stormy Sunday afternoon.",7
312,1,Hoped for so much more.,"I found this film frustrating as I expected a lot more. Had Hitchcock directed it, then in my opinion it would have been a great watch. The chemistry between the main leading actors was poor, and the script offered little, except to confuse the viewer. Unlike the classic Rebecca film, this was dull, slow, and complex, all because the longer it went on the less you cared.Beautiful photography and quality actors are not enough to entertain , and in my opinion this film was such a disappointment. The director might have checked out other films on books by the author, and then no doubt made a far better job of this story.",6
315,8,Amazing Tale of a Solo Kayak Adventure on the High Seas,"Michôd and Peedom's hour-long documentary recounts the tale of Andrew McAuley, an Australian adventurer who, in 2006, launched a quest to become the first person to paddle a kayak across the treacherous Tasman Sea, one of the loneliest and toughest stretches of water in the world.Obviously, the story itself is both amazing and remarkably sad. The documentary begins by introducing McAuley - a heroic, adventurous and fatalistic figure who wouldn't be out of place in the films of Werner Herzog - as well as his wife and young son, friends and supporters.With shades of Kevin McDonald's 2003 feature documentary Touching the Void, this well crafted Australian documentary tells a remarkable and tragic story in a fascinating and engaging manner and Michôd and Peedom approach the documentary with a steady enough hand. They recount the story with a mixture of original footage and interviews, in manner perhaps befitting the sombre and serious tone of McAuley's story. Yet it's hard to feel that, given both the length of the piece and its over-reliance on talking heads, subtle fades and straight-forward storytelling, that it is anything more than a fairly run-of-the-mill TV doco in the realm of ABC-TV's popular and successful series 'Australian Story'. That said, the strength of the material and the measured approach from the directors, means that Solo has rightfully gained an audience around the world, featuring among film festival programmes from Adelaide to Sheffield to Toronto and appearing on prime-time television on BBC 2.",7
315,2,Good subject but it doesn't ever goes deep enough.,"The one reason why this documentary works out is because of its fascinating and original subject. It however feels like its only being a retelling and a look back at events but it doesn't quite ever answers the why and hows.So the documentary opens with telling you that its main subject had died, during an attempt to cross the Tasman sea in nothing more but a small kayak. Was this a good and smart thing for the documentary? Well, it of course takes away most of the tension already but it opens plenty of other doors for the documentary to handle and for its interviewees to talk about, so it's not something that I'm holding against this documentary, though I can certainly imaging some people already being turned off by this.The one thing I was a bit bummed out about was the fact that the movie told you its main subject did not survived but the videotapes that filmed his journey did. However as it turns out by the end, the video tapes of the last couple of days were destroyed by the salty sea water, so we actually don't get to see what happened to Andrew McAuley and how come he suddenly drowned after traveling for 3 weeks straight and having survived a big storm already. New Zealand was literally in his sight but we now will never know what happened to him. So it in fact feels a bit pointless for the movie to show some of the earlier tapes but not show the climax, so to speak, in a not very respectful way but it just feels a bit like an anticlimax.So it doesn't gives you the why and how but it also doesn't ever explain the why's as to why McAuley wanted to attempt this journey in the first, while he had a young son and a loving wife and an earlier attempted already stranded after 1 day of peddling. It was an extremely dangerous journey and many people thought it was impossible for him to survive under these treacherous conditions. He himself also was very well aware of this and he himself doesn't even seem to know why he's doing it and is openly doubtful about the outcome. The documentary doesn't ever answer for him, or makes it clear as to why he would even consider attempting such a thing.However if you look at it as simply an adventurous quest of endurance, persistence and courage, the story still works out well and fascinating enough. It switches back and forth between the found footage of McAuley's endeavor and his family, friends and supporters at the time and afterward, looking back at all, long after they learned about his faith. It does definitely has its moments but I wouldn't exactly call or consider this documentary to be a particularly well made or good looking one. It all feels pretty formulaic and it just doesn't ever delves too deep into things, probably because it had too much respect for its main subject; McAuley and his journey.It definitely remains good and interesting enough to watch but it's nothing to run out for.7/10 http://bobafett1138.blogspot.com/",7
315,7,Amazing,"I loved this documentary. It is one of the most emotional and interesting documentaries I've ever seen.His final radio message is haunting and incredibly sad. The descriptions given as to what kind of conditions he faced on his attempt were interesting and moving, and helped give you an added respect for him, knowing that he survived such terrifying weather, only to be taken out by a set of rogue waves that came out of nowhere when he was in seeing- distance of his goal. The camera footage is also fascinating. The breakdowns he has, and him describing how bad it was when he had to bail out the canoe by hand were captivating.I really enjoyed this, and have watched it more than once since.",10
317,3,A Very Funny Movie,"A dark comedy, a twist that is somewhere between Ernest and Tim Burton, very cheaply made but well done, surrealistic plot with very cool characters made especially by the man Jim Varney. This movie is like watching a dream and then waking up not having any idea what to think, what a great flick.",5
317,5,Jim Varney alone is worth the viewing...,"The only reason that the movie is considered to be part of the Ernest P. Worrell series is because the character of Ernest appears for 2 minutes at the beginning and end of the film.  But you should not track down a copy of the film only to see Ernest.  The best part of the movie is the very dark, very funny characters that come right out of Jim Varney's imagination.This is a very dark comedy about an evil, dispicable, deformed guy named ""Dr. Otto Von Schnick-ick-ick-ick"".  He had a horrible childhood which he blames on his parents (whom prayed nightly that Otto would run away), and on his days in High School.  Now, he hates everyone and everything, and hopes to destroy the world with his ""gloom beam"".  He is heard to remark, 'my gloom beam will level entire cities, and maybe, hopefully, take out a couple homeless orphans and their puppies as a bonus!!'Varney also plays 4 other characters in the film.  A stuttering Australian mercenary that runs a Day Care Center for teaching children how to become militia.  A Pirate with a parrot permanently on his shoulder who calls everyone ""Jim"".  The old woman with the neck brace (who appears in every Ernest movie) who complains about her sons who no longer care for her.  And 'Jim Dandy'- the richest man on Earth.this is a must for any Ernest fan, and for everyone else, watch the movie, but fast forward whenever Jim Varney isn't on screen.",10
317,8,Two thumbs up!,"This movie is strangely surreal, and if you're an Ernest/Jim Varney fan in the least, you'll really enjoy it. The film starts a bit slow, but really starts to come together when we learn the connection between bumbling hero Lance Sterling (great name!) and pussy-willow-adorned, third-hand-on-his-head villain Dr. Otto. Willie the Robot is also a hoot, what with his changing smiley-face expressions, and Lance's assistant Doris is the brains behind the hero. Auntie Nelda is fall-down funny, especially when she's discussing her ""dear, departed nephew Hymie"" or clubbing creatures on the floor with a toxin-laden ladle.There are a lot of little clever bits and dialog that make the movie enjoyable. It may be hard to find, so good luck!",3
317,9,The first Ernest movie,You can't describe this as the first Ernest movie because it's not part of the Ernest-movie genre. It's a wickedly weird comic masterpiece that will have you laughing out loud.,4
318,5,"top of my ""guilty pleasures"" list","This film is at the top of my ""guilty pleasures"" list of films; not a great film but one for which I have great affection. I first saw it in the mid 60's when I was a teenager at a Saturday afternoon matinée. Then, I had no idea what the title meant. The word geisha was totally new to me. At that age I would go to a Saturday matinée and watch whatever was offered, and as I watched this film I found myself falling in love with Shirley MacLaine, the music of Puccini's ""Madama Butterfly"" and Japan. I credit it with starting my abiding interest in and fascination with the culture of Japan and for my making several visits to that country as an adult. I watch it once a year between Christmas and New Year on my now worn VHS tape version. I have been looking forward, in vain, to it's release on DVD which for some reason has yet to happen and to seeing it once again in all its wide screen charm. p.s. Finally, Paramount has condescended to release this film in DVD format and it looks and sounds great.",7
318,7,Shirley shines.,"What on the surface appears to be an improbable plot line becomes increasingly plausible due to the combination of great make up work, spectacular costuming, (Edith Head) and a truly amazing performance by Shirley Maclaine. Crisp, sharp focus, color cinematography, interesting locations and set design, combine with a genuine fondness for Japanese culture resulting in an admirable early 60's comedy/drama.",10
318,1,"improbable, but entertaining....","""my geisha"" is charming. suspend belief a bit, and one realises how good an actress shirley maclaine is and how convincingly she becomes a geisha.the movie is fluff. but the attempt to parallel the plot to the libretto of ""madama butterfly"" is clever and almost successful. edward g.robinson as sharpless; maclaine as pinkerton, and montand as butterfly... it is a very literate attempt to use the sub-plot as the driver for the main plot.there are moments when one is reminded of a doris day-rock hudson frolic - expected in a comedy from 1962. but there's also a real ""edge"" that comes from the characters being a little less than saccharine. as has been pointed out, the cinematography is quite sharp. so there is an air of substance to the production, and quality is evident.in the end, though, one just should enjoy it.",8
