"cID","sChurn","sAge","sIncome","sGender","sEmployment","sRelationship","sSexuality","sGenre","sSelection","sPricing","sSuggestions","sUsability","sRecommend"
"536",NULL,"18-24","74,999-99,999","Non-binary","Part","Single",NULL,"Action","7","4","1","0","4"
"537",NULL,"55-64","15,000>","Other","Student",NULL,"Heterosexual","Biography","10","6","8","6","7"
"538",NULL,"35-44","15,000-34,999","Non-binary","Student","Partnered","Other","Action","1","7","2","2","1"
"539",NULL,"35-44","15,000>",NULL,"Student","Married",NULL,"Animation","10","0","5","7","2"
"540",NULL,"18-24","35,000-49,999","Non-binary","Student","Married","Heterosexual","Adventure","7","2","5","5","3"
"541",NULL,"35-44","15,000-34,999","Feamle","None","Seperated",NULL,"Crime","2","9","2","10","7"
"542",NULL,"25-34","15,000-34,999",NULL,"Full","Single","Bisexual","Adventure","6","8","10","7","7"
"543",NULL,"55-64","35,000-49,999","Non-binary","Part","Married","Other","Action","9","8","4","7","7"
"544",NULL,"18-24","74,999-99,999","Other","Part","Seperated",NULL,"Action","5","0","6","10","4"
"545",NULL,"35-44","74,999-99,999","Non-binary","Full","Partnered","Other","Action","2","4","4","9","6"
"546",NULL,"45-54","74,999-99,999","Other","Student","Single","Other","Adventure","0","0","6","4","8"
"547",NULL,"18-24","50,000-74,999","Non-binary","Self",NULL,"Bisexual","Animation","7","7","3","9","9"
"548",NULL,"55-64","35,000-49,999","Feamle","Self","Partnered","Other","Biography","7","0","3","1","9"
"549",NULL,"45-54","15,000>","Other","Student","Married","Bisexual","Animation","7","1","4","4","0"
"550",NULL,"18-24","74,999-99,999","Other","None","Seperated","Heterosexual","Crime","0","6","5","3","0"
"551",NULL,"18-24","35,000-49,999","Feamle","Full",NULL,"Gay/Lesbian","Crime","4","3","4","2","7"
"552",NULL,"55-64","74,999-99,999","Other","None","Seperated","Gay/Lesbian","Action","10","1","7","1","8"
"553",NULL,"55-64","15,000-34,999","Other","Self","Seperated",NULL,"Biography","1","4","5","1","1"
"554",NULL,"35-44","35,000-49,999","Other","Student","Partnered","Heterosexual","Adventure","10","4","10","2","0"
"555",NULL,"45-54","35,000-49,999","Feamle","Student","Seperated","Other","Adventure","8","6","6","9","0"
"556",NULL,"35-44","15,000-34,999",NULL,"Student","Single","Bisexual","Crime","8","2","3","8","1"
"557",NULL,"18-24","50,000-74,999","Male","None","Partnered","Other","Animation","7","2","0","4","5"
"558",NULL,"18-24","74,999-99,999",NULL,"None",NULL,"Other","Biography","9","6","5","0","7"
"559",NULL,"45-54","15,000-34,999","Non-binary","Self","Partnered","Gay/Lesbian","Animation","1","2","7","9","8"
"560",NULL,"35-44","35,000-49,999","Feamle","Student","Seperated","Other","Action","4","3","0","1","8"
"561",NULL,"35-44","74,999-99,999","Feamle","Self",NULL,"Other","Animation","3","10","10","3","5"
"562",NULL,"25-34","74,999-99,999","Other","Part",NULL,"Gay/Lesbian","Action","10","5","6","1","8"
"563",NULL,"18-24","50,000-74,999","Other","None","Partnered","Other","Animation","8","1","0","9","8"
"564",NULL,"25-34","50,000-74,999","Non-binary","Part","Single","Other","Animation","1","1","2","1","0"
"565",NULL,"25-34","15,000>","Non-binary","None","Seperated","Bisexual","Crime","0","7","1","0","6"
"566",NULL,"35-44","74,999-99,999","Non-binary","None","Single","Gay/Lesbian","Animation","0","5","1","3","6"
"567",NULL,"55-64","50,000-74,999","Feamle","Part","Married","Heterosexual","Animation","0","10","7","6","5"
"568",NULL,"35-44","15,000-34,999","Non-binary","Part","Partnered","Bisexual","Crime","9","1","10","1","8"
"569",NULL,"55-64","15,000-34,999","Non-binary","Self","Seperated","Bisexual","Animation","0","3","8","5","5"
"570",NULL,"55-64","74,999-99,999",NULL,"None","Married","Gay/Lesbian","Adventure","3","4","0","1","8"
"571",NULL,"25-34","35,000-49,999","Feamle","Self","Seperated","Other","Crime","2","2","9","4","5"
"572",NULL,"18-24","15,000-34,999","Other","Full",NULL,"Gay/Lesbian","Biography","8","6","4","6","8"
"573",NULL,"25-34","15,000>",NULL,"Student",NULL,"Other","Crime","1","2","4","8","1"
"574",NULL,"18-24","74,999-99,999","Other","Full",NULL,"Heterosexual","Crime","4","6","9","1","2"
"575",NULL,"45-54","74,999-99,999","Non-binary","Full","Partnered","Other","Animation","4","5","4","4","6"
"576",NULL,"25-34","74,999-99,999","Other","Full","Married","Heterosexual","Biography","10","1","4","9","5"
"577",NULL,"25-34","74,999-99,999","Other","None",NULL,"Heterosexual","Biography","8","9","6","2","5"
"578",NULL,"55-64","15,000-34,999","Feamle","Part","Married","Gay/Lesbian","Crime","6","9","8","7","2"
"579",NULL,"25-34","74,999-99,999",NULL,"Part","Married","Other","Action","5","9","2","3","5"
"580",NULL,"18-24","35,000-49,999","Male","Self",NULL,"Heterosexual","Action","9","5","0","0","2"
"581",NULL,"25-34","50,000-74,999","Feamle","Full","Married","Gay/Lesbian","Crime","9","10","0","9","7"
"582",NULL,"45-54","15,000>","Male","Student","Married","Other","Crime","4","6","9","1","5"
"583",NULL,"18-24","15,000>","Feamle","Part","Single","Heterosexual","Adventure","9","3","3","8","2"
"584",NULL,"55-64","15,000-34,999","Feamle","Full",NULL,"Bisexual","Biography","3","0","2","7","6"
"585",NULL,"25-34","15,000-34,999","Male","None","Married",NULL,"Adventure","3","0","6","4","1"
"586",NULL,"55-64","15,000-34,999","Other","Part","Partnered",NULL,"Animation","2","2","8","8","1"
"587",NULL,"25-34","74,999-99,999","Non-binary","Part","Partnered",NULL,"Animation","6","8","6","7","5"
"588",NULL,"25-34","15,000>",NULL,"None","Married","Other","Adventure","3","0","8","4","8"
"589",NULL,"35-44","15,000-34,999","Non-binary","Part","Single","Gay/Lesbian","Adventure","4","1","7","7","7"
"590",NULL,"35-44","15,000-34,999","Non-binary","Full","Single","Gay/Lesbian","Biography","10","10","2","0","10"
"591",NULL,"18-24","15,000>","Male","Full","Married","Bisexual","Biography","10","2","5","0","9"
"592",NULL,"18-24","35,000-49,999","Non-binary","Student","Seperated","Other","Crime","6","8","5","8","1"
"593",NULL,"55-64","15,000>","Male","None","Partnered","Bisexual","Biography","7","8","6","5","10"
"594",NULL,"45-54","50,000-74,999","Feamle","Self",NULL,"Bisexual","Crime","1","10","3","1","4"
"595",NULL,"55-64","35,000-49,999","Male","Self","Partnered",NULL,"Action","0","5","0","0","7"
"596",NULL,"55-64","50,000-74,999","Other","Part",NULL,NULL,"Animation","7","5","7","6","1"
"597",NULL,"25-34","50,000-74,999","Non-binary","Full","Single","Heterosexual","Action","7","8","4","0","7"
"598",NULL,"18-24","74,999-99,999","Non-binary","Full","Partnered","Other","Biography","1","8","9","4","8"
"599",NULL,"45-54","50,000-74,999",NULL,"Full","Single",NULL,"Adventure","7","5","9","3","10"
"600",NULL,"18-24","74,999-99,999",NULL,"Self","Single","Gay/Lesbian","Adventure","7","6","1","9","2"
"601",NULL,"25-34","74,999-99,999","Non-binary","Full","Married",NULL,"Adventure","5","10","2","9","7"
"602",NULL,"25-34","15,000>",NULL,"Self","Single",NULL,"Action","5","2","7","9","1"
"603",NULL,"55-64","74,999-99,999","Male","Self",NULL,"Other","Crime","4","1","4","4","5"
"604",NULL,"25-34","50,000-74,999","Other","Self","Married","Gay/Lesbian","Biography","5","1","4","5","7"
"605",NULL,"25-34","15,000-34,999","Male","Student","Partnered",NULL,"Animation","3","9","2","0","7"
"606",NULL,"45-54","74,999-99,999","Feamle","Full","Seperated","Other","Action","6","7","10","5","1"
"607",NULL,"25-34","50,000-74,999","Non-binary","Part","Single","Bisexual","Animation","10","5","10","7","9"
"608",NULL,"35-44","35,000-49,999",NULL,"Student","Single","Bisexual","Crime","7","0","2","3","9"
"609",NULL,"35-44","50,000-74,999",NULL,"Student","Partnered","Heterosexual","Adventure","4","9","1","0","6"
"610",NULL,"45-54","74,999-99,999","Male","None","Married","Heterosexual","Adventure","8","0","7","9","10"
"611",NULL,"35-44","15,000-34,999","Feamle","None",NULL,"Gay/Lesbian","Adventure","4","7","3","9","10"
"612",NULL,"55-64","15,000-34,999","Feamle","Full","Married","Other","Animation","3","4","7","2","8"
"613",NULL,"25-34","35,000-49,999","Non-binary","Self","Single","Heterosexual","Adventure","9","8","3","0","3"
"614",NULL,"25-34","15,000-34,999","Feamle","None",NULL,"Bisexual","Animation","4","8","4","2","8"
"615",NULL,"35-44","74,999-99,999","Other","Part","Single",NULL,"Adventure","10","6","9","2","0"
"616",NULL,"35-44","15,000-34,999",NULL,"None","Single","Other","Biography","0","5","1","1","7"
"617",NULL,"35-44","50,000-74,999",NULL,"Self","Seperated","Heterosexual","Adventure","8","6","6","3","4"
"618",NULL,"18-24","74,999-99,999","Non-binary","Full","Seperated","Bisexual","Biography","7","8","7","7","7"
"619",NULL,"45-54","50,000-74,999","Male","None","Partnered","Gay/Lesbian","Animation","1","4","10","2","8"
"620",NULL,"45-54","50,000-74,999","Non-binary","Self","Married",NULL,"Adventure","6","4","2","4","0"
"621",NULL,"35-44","15,000>","Male","Student","Married","Gay/Lesbian","Crime","2","5","5","6","1"
"622",NULL,"45-54","15,000-34,999","Feamle","Full","Single",NULL,"Action","4","2","7","4","3"
"623",NULL,"25-34","15,000-34,999","Non-binary","Student","Seperated",NULL,"Adventure","4","8","8","1","2"
"624",NULL,"35-44","74,999-99,999","Male","Full","Seperated","Bisexual","Biography","5","8","0","7","4"
"625",NULL,"45-54","15,000>","Other","Part","Married",NULL,"Animation","9","2","9","10","2"
"626",NULL,"35-44","50,000-74,999","Other","Self","Married","Other","Adventure","2","3","1","9","8"
"627",NULL,"25-34","15,000-34,999","Male","Part",NULL,"Gay/Lesbian","Action","5","10","4","8","6"
"628",NULL,"35-44","50,000-74,999","Non-binary","None",NULL,"Other","Biography","0","9","6","0","10"
"629",NULL,"25-34","50,000-74,999","Male","None","Seperated","Other","Biography","6","0","1","9","6"
"630",NULL,"45-54","74,999-99,999","Male","Student","Single","Gay/Lesbian","Animation","6","1","6","2","0"
"631",NULL,"18-24","15,000>",NULL,"None","Partnered","Gay/Lesbian","Action","6","2","4","9","9"
"632",NULL,"35-44","50,000-74,999","Other","Full","Partnered","Heterosexual","Animation","5","1","3","0","1"
"633",NULL,"35-44","50,000-74,999","Feamle","Student","Seperated",NULL,"Animation","6","10","4","7","2"
"634",NULL,"25-34","15,000-34,999","Non-binary","Self","Single","Gay/Lesbian","Animation","4","1","8","5","5"
"635",NULL,"25-34","15,000>","Feamle","None","Single","Other","Biography","5","9","7","4","8"
"636",NULL,"35-44","74,999-99,999","Other","Part","Partnered","Heterosexual","Animation","3","8","5","1","9"
"637",NULL,"35-44","35,000-49,999",NULL,"Full","Partnered","Bisexual","Action","2","4","5","4","6"
"638",NULL,"55-64","35,000-49,999","Male","Full","Single","Gay/Lesbian","Animation","6","9","6","9","9"
"639",NULL,"45-54","74,999-99,999","Non-binary","None","Partnered","Bisexual","Adventure","1","9","0","3","4"
"640",NULL,"55-64","15,000>","Male","Self","Partnered",NULL,"Action","8","5","10","0","4"
"641",NULL,"45-54","35,000-49,999","Non-binary","Full","Seperated","Heterosexual","Adventure","3","3","10","8","0"
"642",NULL,"25-34","15,000>","Feamle","Student","Single","Bisexual","Animation","5","3","7","8","3"
"643",NULL,"18-24","15,000-34,999","Male","Part","Partnered","Gay/Lesbian","Adventure","9","9","2","3","7"
"644",NULL,"45-54","50,000-74,999","Male","Self",NULL,"Gay/Lesbian","Action","8","4","0","8","1"
"645",NULL,"45-54","15,000>","Male","Self","Seperated","Other","Animation","7","7","2","3","5"
"646",NULL,"25-34","15,000>","Male","Full","Married","Heterosexual","Animation","10","3","4","5","0"
"647",NULL,"25-34","15,000>","Non-binary","None",NULL,"Other","Biography","0","0","0","7","10"
"648",NULL,"45-54","50,000-74,999","Non-binary","Part","Single","Bisexual","Biography","9","8","3","8","10"
"649",NULL,"25-34","74,999-99,999",NULL,"Student","Married","Gay/Lesbian","Action","3","3","1","8","9"
"650",NULL,"25-34","15,000>","Feamle","Part","Single","Gay/Lesbian","Animation","8","6","0","1","7"
"651",NULL,"35-44","15,000>","Feamle","Self","Seperated",NULL,"Animation","7","8","3","8","5"
"652",NULL,"18-24","35,000-49,999","Male","Student","Partnered","Gay/Lesbian","Adventure","2","9","10","8","0"
"653",NULL,"45-54","35,000-49,999","Male","Full","Married","Other","Animation","5","0","3","10","9"
"654",NULL,"45-54","15,000>","Non-binary","None","Single","Other","Biography","1","9","0","5","9"
"655",NULL,"45-54","50,000-74,999","Male","Part","Married","Gay/Lesbian","Crime","7","8","4","10","3"
"656",NULL,"35-44","50,000-74,999","Feamle","None","Married","Heterosexual","Action","7","0","6","6","0"
"657",NULL,"45-54","74,999-99,999","Male","Full","Partnered",NULL,"Action","8","7","5","4","7"
"658",NULL,"35-44","15,000-34,999","Feamle","Part","Married",NULL,"Action","8","7","9","5","8"
"659",NULL,"55-64","50,000-74,999",NULL,"Student","Married","Gay/Lesbian","Adventure","0","0","5","4","10"
"660",NULL,"55-64","50,000-74,999",NULL,"None",NULL,NULL,"Animation","7","0","4","3","5"
"661",NULL,"18-24","15,000>","Other","Full",NULL,"Gay/Lesbian","Animation","5","0","1","9","2"
"662",NULL,"18-24","74,999-99,999","Male","Self","Seperated","Other","Adventure","5","8","3","10","1"
"663",NULL,"45-54","35,000-49,999",NULL,"Self","Partnered","Heterosexual","Animation","2","3","10","6","6"
"664",NULL,"18-24","15,000>",NULL,"Part","Married","Gay/Lesbian","Animation","9","0","6","4","10"
"665",NULL,"45-54","50,000-74,999","Other","Student","Partnered","Other","Biography","3","8","0","4","8"
"666",NULL,"45-54","50,000-74,999",NULL,"None","Single","Other","Animation","1","4","9","9","3"
"667",NULL,"45-54","15,000>","Male","None","Seperated","Gay/Lesbian","Adventure","9","7","3","8","9"
"668",NULL,"25-34","50,000-74,999","Feamle","Self",NULL,"Gay/Lesbian","Action","10","1","3","8","6"
"669",NULL,"18-24","15,000-34,999","Other","Full","Single","Bisexual","Action","2","7","8","9","9"
"670",NULL,"35-44","74,999-99,999","Male","Student","Single",NULL,"Action","2","1","10","3","3"
"671",NULL,"25-34","35,000-49,999","Male","Student","Single","Other","Action","4","0","3","8","1"
"672",NULL,"55-64","15,000>",NULL,"Student",NULL,"Other","Crime","9","5","9","4","4"
"673",NULL,"25-34","15,000>","Male","Student","Partnered","Heterosexual","Animation","0","9","0","8","9"
"674",NULL,"45-54","15,000>","Male","Full",NULL,"Heterosexual","Biography","9","5","0","4","3"
"675",NULL,"35-44","15,000-34,999","Feamle","Student","Seperated",NULL,"Animation","4","9","4","10","8"
"676",NULL,"18-24","15,000-34,999","Feamle","None",NULL,NULL,"Action","10","3","0","8","5"
"677",NULL,"55-64","74,999-99,999","Feamle","Self",NULL,"Heterosexual","Animation","8","9","0","9","3"
"678",NULL,"55-64","35,000-49,999","Other","Self","Partnered","Gay/Lesbian","Crime","10","4","8","3","3"
"679",NULL,"18-24","15,000-34,999",NULL,"Self","Partnered","Gay/Lesbian","Animation","9","9","5","7","3"
"680",NULL,"35-44","50,000-74,999","Other","Part","Seperated","Gay/Lesbian","Adventure","5","4","1","8","7"
"681",NULL,"55-64","15,000-34,999","Feamle","Student","Seperated","Other","Adventure","1","3","1","1","2"
"682",NULL,"55-64","50,000-74,999","Feamle","Full","Single","Gay/Lesbian","Adventure","0","7","3","3","4"
"683",NULL,"35-44","15,000-34,999","Other","None","Seperated","Other","Animation","8","6","1","2","0"
"684",NULL,"55-64","15,000-34,999","Male","Full","Seperated","Bisexual","Animation","1","2","5","5","8"
"685",NULL,"25-34","35,000-49,999","Non-binary","Full",NULL,NULL,"Animation","8","2","2","5","10"
"686",NULL,"25-34","35,000-49,999",NULL,"None","Single","Bisexual","Adventure","3","1","5","6","4"
"687",NULL,"18-24","74,999-99,999","Male","None","Single","Heterosexual","Crime","1","6","9","1","0"
"688",NULL,"35-44","15,000-34,999","Feamle","Full","Single","Gay/Lesbian","Adventure","9","5","5","0","10"
"689",NULL,"25-34","50,000-74,999","Other","Self",NULL,"Other","Action","7","9","4","0","7"
"690",NULL,"45-54","15,000-34,999","Feamle","Full","Seperated","Bisexual","Action","4","6","4","3","10"
"691",NULL,"35-44","15,000>","Other","None","Seperated","Heterosexual","Animation","3","3","0","5","5"
"692",NULL,"18-24","15,000-34,999",NULL,"Full",NULL,"Heterosexual","Animation","8","9","5","7","1"
"693",NULL,"35-44","35,000-49,999","Male","Student","Partnered",NULL,"Animation","1","7","1","2","8"
"694",NULL,"18-24","15,000-34,999","Other","Part","Partnered","Heterosexual","Adventure","3","2","10","0","5"
"695",NULL,"35-44","15,000-34,999","Other","None","Partnered","Gay/Lesbian","Crime","9","1","2","3","0"
"696",NULL,"45-54","74,999-99,999","Other","Self","Partnered","Bisexual","Adventure","6","7","7","5","9"
"697",NULL,"25-34","50,000-74,999","Male","Self","Single","Bisexual","Biography","10","8","2","8","6"
"698",NULL,"25-34","15,000-34,999","Feamle","Full","Single","Bisexual","Action","1","5","3","7","7"
"699",NULL,"25-34","15,000>","Feamle","None","Single","Bisexual","Adventure","7","0","3","0","6"
"700",NULL,"25-34","15,000-34,999","Feamle","Part","Single","Bisexual","Crime","9","1","6","7","8"
"701",NULL,"45-54","74,999-99,999",NULL,"Part","Seperated","Other","Animation","4","7","3","9","0"
"702",NULL,"45-54","35,000-49,999","Other","Self","Seperated","Gay/Lesbian","Adventure","7","6","7","2","6"
"703",NULL,"55-64","74,999-99,999","Male","Self","Single",NULL,"Adventure","0","5","6","4","4"
"704",NULL,"55-64","35,000-49,999","Male","Student","Single","Other","Animation","7","6","7","5","9"
"705",NULL,"45-54","50,000-74,999",NULL,"Student","Seperated",NULL,"Biography","8","1","10","2","9"
"706",NULL,"25-34","74,999-99,999","Non-binary","Student","Single","Other","Action","6","1","6","7","2"
"707",NULL,"18-24","50,000-74,999","Male","Student","Partnered",NULL,"Crime","0","3","7","6","3"
"708",NULL,"35-44","15,000-34,999","Non-binary","Self","Single","Other","Biography","8","8","10","10","3"
"709",NULL,"35-44","50,000-74,999",NULL,"Student","Single",NULL,"Crime","1","1","6","6","0"
"710",NULL,"35-44","15,000-34,999","Other","Part","Single",NULL,"Adventure","6","3","8","8","7"
"711",NULL,"45-54","50,000-74,999","Other","Self",NULL,"Gay/Lesbian","Action","10","10","8","7","1"
"712",NULL,"18-24","35,000-49,999","Male","None","Married",NULL,"Animation","5","0","2","9","7"
"713",NULL,"35-44","50,000-74,999","Other","Self","Seperated",NULL,"Action","1","3","6","8","8"
"714",NULL,"45-54","50,000-74,999",NULL,"Full","Married","Bisexual","Action","10","7","0","2","10"
"715",NULL,"35-44","35,000-49,999","Non-binary","Part","Married","Bisexual","Crime","8","7","8","0","2"
"716",NULL,"18-24","50,000-74,999","Other","Part","Partnered","Gay/Lesbian","Action","1","10","7","3","9"
"717",NULL,"18-24","15,000-34,999","Other","Part","Seperated","Other","Crime","3","2","8","0","7"
"718",NULL,"18-24","74,999-99,999","Other","None","Seperated",NULL,"Crime","8","5","1","7","6"
"719",NULL,"55-64","35,000-49,999","Non-binary","None","Single","Bisexual","Biography","7","10","10","4","4"
"720",NULL,"18-24","35,000-49,999","Non-binary","None","Seperated","Heterosexual","Crime","9","8","1","5","3"
"721",NULL,"25-34","50,000-74,999",NULL,"Part","Seperated","Other","Action","9","6","1","8","1"
"722",NULL,"55-64","15,000>","Feamle","Student",NULL,NULL,"Adventure","3","0","5","4","10"
"723",NULL,"25-34","15,000-34,999","Feamle","None","Seperated",NULL,"Crime","2","9","0","2","4"
"724",NULL,"45-54","15,000-34,999","Non-binary","None","Seperated",NULL,"Biography","5","10","7","6","9"
"725",NULL,"45-54","74,999-99,999","Male","Student","Partnered",NULL,"Crime","5","3","8","4","9"
"726",NULL,"55-64","15,000>","Non-binary","Self","Partnered","Heterosexual","Animation","5","9","2","6","3"
"727",NULL,"18-24","15,000-34,999","Male","Self",NULL,"Heterosexual","Biography","5","6","1","4","0"
"728",NULL,"35-44","50,000-74,999","Other","Self",NULL,NULL,"Biography","2","1","8","0","6"
"729",NULL,"45-54","74,999-99,999",NULL,"Student","Married","Heterosexual","Biography","2","2","6","5","6"
"730",NULL,"55-64","15,000-34,999",NULL,"None","Single",NULL,"Animation","5","2","6","2","9"
"731",NULL,"18-24","15,000>","Non-binary","None","Married",NULL,"Crime","6","5","4","3","4"
"732",NULL,"35-44","15,000-34,999","Other","Full","Partnered","Bisexual","Animation","9","1","5","2","6"
"733",NULL,"45-54","15,000>","Male","Student","Seperated","Gay/Lesbian","Biography","4","7","4","8","4"
"734",NULL,"25-34","15,000>","Non-binary","None","Married","Heterosexual","Action","3","0","10","8","3"
"735",NULL,"55-64","15,000>","Feamle","Self","Partnered","Heterosexual","Action","1","9","5","10","8"
"736",NULL,"35-44","15,000-34,999","Male","Part","Single","Other","Animation","10","10","3","0","1"
"737",NULL,"25-34","35,000-49,999","Other","None","Partnered","Bisexual","Biography","2","10","0","2","8"
"738",NULL,"25-34","15,000>",NULL,"Full","Partnered","Gay/Lesbian","Crime","3","10","6","2","6"
"739",NULL,"18-24","15,000-34,999","Other","Self","Married","Bisexual","Action","10","5","4","9","1"
"740",NULL,"18-24","15,000-34,999","Other","Self","Partnered","Other","Animation","2","7","2","5","3"
"741",NULL,"18-24","35,000-49,999",NULL,"Part","Married","Bisexual","Action","6","9","0","6","10"
"742",NULL,"45-54","50,000-74,999","Male","Student","Married","Gay/Lesbian","Crime","0","9","8","5","8"
"743",NULL,"18-24","74,999-99,999","Non-binary","Self","Married",NULL,"Animation","10","5","6","6","0"
"744",NULL,"45-54","15,000-34,999","Feamle","Full","Seperated","Other","Crime","4","8","3","5","8"
"745",NULL,"45-54","15,000>",NULL,"Student",NULL,"Gay/Lesbian","Crime","1","9","4","10","10"
"746",NULL,"35-44","74,999-99,999",NULL,"None","Seperated","Bisexual","Action","1","0","4","1","9"
"747",NULL,"18-24","15,000-34,999","Non-binary","Full","Married","Heterosexual","Action","3","6","9","10","0"
"748",NULL,"55-64","74,999-99,999","Feamle","None","Seperated","Heterosexual","Crime","6","1","8","5","6"
"749",NULL,"45-54","15,000>","Male","Self","Partnered","Bisexual","Adventure","9","9","2","1","9"
"750",NULL,"55-64","35,000-49,999","Other","Self","Partnered","Heterosexual","Biography","1","8","2","2","8"
"751",NULL,"25-34","50,000-74,999","Non-binary","Student","Partnered","Bisexual","Crime","2","4","7","9","0"
"752",NULL,"45-54","15,000-34,999",NULL,"Full","Seperated",NULL,"Adventure","0","0","6","10","0"
"753",NULL,"45-54","15,000>","Other","Full","Partnered","Heterosexual","Adventure","5","10","0","2","10"
"754",NULL,"25-34","15,000-34,999",NULL,"Self","Married","Bisexual","Adventure","5","4","2","5","10"
"755",NULL,"25-34","35,000-49,999","Feamle","Full","Partnered","Gay/Lesbian","Animation","3","3","3","10","10"
"756",NULL,"25-34","74,999-99,999","Other","Student",NULL,"Gay/Lesbian","Biography","4","4","7","6","2"
"757",NULL,"25-34","35,000-49,999","Other","Self",NULL,NULL,"Animation","1","6","8","10","1"
"758",NULL,"25-34","15,000>","Feamle","Self","Single","Bisexual","Biography","3","1","7","4","3"
"759",NULL,"25-34","15,000-34,999","Non-binary","None","Seperated",NULL,"Action","10","4","10","6","1"
"760",NULL,"18-24","35,000-49,999","Feamle","Full",NULL,"Other","Crime","3","8","5","5","8"
"761",NULL,"35-44","74,999-99,999","Other","None","Single","Heterosexual","Action","2","5","5","10","2"
"762",NULL,"55-64","50,000-74,999","Non-binary","Student","Partnered","Other","Crime","2","5","10","7","2"
"763",NULL,"45-54","50,000-74,999","Non-binary","Student","Seperated","Bisexual","Action","4","2","8","10","1"
"764",NULL,"45-54","74,999-99,999","Male","Full","Seperated","Bisexual","Crime","7","6","6","4","0"
"765",NULL,"55-64","50,000-74,999","Feamle","Full","Partnered",NULL,"Crime","9","1","7","5","4"
"766",NULL,"45-54","35,000-49,999","Non-binary","Student",NULL,"Other","Biography","3","10","8","8","9"
"767",NULL,"45-54","35,000-49,999","Non-binary","Part","Partnered","Bisexual","Biography","2","2","4","1","2"
"768",NULL,"45-54","74,999-99,999","Male","Student",NULL,"Gay/Lesbian","Animation","2","9","6","9","2"
"769",NULL,"45-54","15,000-34,999","Feamle","Full","Married","Other","Action","3","10","6","4","8"
"770",NULL,"25-34","15,000-34,999","Non-binary","None","Married","Gay/Lesbian","Crime","9","2","7","9","7"
"771",NULL,"35-44","50,000-74,999","Feamle","None","Seperated","Heterosexual","Animation","8","7","4","4","7"
"772",NULL,"45-54","74,999-99,999","Feamle","Part",NULL,"Other","Action","2","6","6","4","7"
"773",NULL,"35-44","35,000-49,999","Other","None","Single",NULL,"Action","3","6","10","5","8"
"774",NULL,"25-34","15,000>","Male","Student","Partnered","Heterosexual","Adventure","6","9","2","3","5"
"775",NULL,"55-64","15,000-34,999",NULL,"Full","Partnered","Gay/Lesbian","Action","2","7","6","8","4"
"776",NULL,"25-34","15,000>","Non-binary","Full",NULL,"Gay/Lesbian","Action","9","6","9","7","8"
"777",NULL,"45-54","74,999-99,999","Male","None","Single","Other","Crime","10","1","1","4","1"
"778",NULL,"18-24","74,999-99,999","Non-binary","None","Married",NULL,"Action","5","7","7","7","9"
"779",NULL,"55-64","35,000-49,999","Other","Part","Single","Other","Crime","3","4","0","7","5"
"780",NULL,"18-24","50,000-74,999","Feamle","Full","Married","Heterosexual","Action","0","2","3","9","4"
"781",NULL,"45-54","15,000-34,999","Feamle","None","Seperated","Heterosexual","Biography","7","7","1","7","6"
"782",NULL,"45-54","50,000-74,999","Non-binary","None","Partnered","Bisexual","Action","3","7","2","10","10"
"783",NULL,"18-24","50,000-74,999","Non-binary","None","Seperated","Bisexual","Action","5","8","5","0","9"
"784",NULL,"35-44","74,999-99,999",NULL,"Self","Married","Gay/Lesbian","Adventure","5","4","9","6","3"
"785",NULL,"18-24","15,000>","Non-binary","Student",NULL,"Other","Animation","9","0","10","5","7"
"786",NULL,"25-34","50,000-74,999","Other","Part","Single","Heterosexual","Adventure","9","4","2","4","4"
"787",NULL,"45-54","15,000-34,999",NULL,"None",NULL,"Other","Animation","4","3","8","7","7"
"788",NULL,"25-34","15,000-34,999","Male","Part","Partnered",NULL,"Action","3","7","0","7","4"
"789",NULL,"55-64","74,999-99,999","Non-binary","None","Partnered",NULL,"Crime","3","0","10","10","6"
"790",NULL,"25-34","15,000-34,999","Male","Part","Single","Other","Animation","6","8","6","0","8"
"791",NULL,"35-44","50,000-74,999","Non-binary","Student","Partnered","Bisexual","Adventure","9","4","8","0","2"
"792",NULL,"25-34","50,000-74,999","Male","Student","Married","Other","Adventure","4","6","3","4","7"
"793",NULL,"35-44","15,000-34,999","Non-binary","Full","Single",NULL,"Adventure","0","9","9","10","7"
"794",NULL,"35-44","74,999-99,999","Feamle","Full","Seperated","Heterosexual","Biography","0","8","5","8","0"
"795",NULL,"18-24","15,000-34,999","Non-binary","Part","Seperated","Heterosexual","Animation","4","2","0","7","8"
"796",NULL,"55-64","15,000>","Non-binary","None","Married","Gay/Lesbian","Biography","2","8","8","4","2"
"797",NULL,"45-54","35,000-49,999","Non-binary","Part","Married","Heterosexual","Biography","2","9","5","6","9"
"798",NULL,"45-54","74,999-99,999","Male","Student","Married",NULL,"Animation","0","2","7","6","1"
"799",NULL,"45-54","15,000-34,999","Non-binary","Part",NULL,"Gay/Lesbian","Crime","0","2","2","9","8"
"800",NULL,"45-54","35,000-49,999","Non-binary","Full","Seperated","Gay/Lesbian","Animation","2","2","2","3","9"
"801",NULL,"18-24","50,000-74,999","Other","None",NULL,"Bisexual","Adventure","6","1","4","9","4"
"802",NULL,"35-44","15,000-34,999","Non-binary","None","Single",NULL,"Crime","7","8","8","1","9"
"803",NULL,"35-44","15,000>","Male","Student",NULL,"Other","Biography","9","1","8","0","5"
